,name,id,birthday,연도,팀,나이,출장,완투,완봉,선발,승,패,세,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,ERA,FIP,WHIP,ERA+,FIP+,WAR,WPA
5642,김승남,91101,1972-06-28,1991,해태,19,15,0,0,0,0,0,1,0,28.1,14,12,123,29,,,2,13,0,2,9,0,1,3.81,4.56,1.48,104.2,87.1,0.49,
5643,김승남,91101,1972-06-28,1992,해태,20,22,0,0,1,0,1,1,0,48.2,36,35,221,70,,,8,12,0,1,27,0,2,6.47,4.61,1.69,66.8,93.8,0.5,
5644,김승남,91101,1972-06-28,1994,삼성,22,25,0,0,2,1,3,1,0,60.2,31,26,269,56,,,5,36,0,5,35,0,4,3.86,4.76,1.52,99.7,80.8,0.77,
5645,김승남,91101,1972-06-28,1995,삼성,23,19,0,0,1,0,0,0,0,36.1,25,21,172,40,,,4,27,0,5,21,0,6,5.2,5.73,1.84,72.7,66.0,0.0,
5646,김승남,91101,1972-06-28,1997,"해태,쌍방울",25,3,0,0,0,0,0,0,0,3.0,8,8,20,8,,,1,3,0,1,2,0,0,24.0,9.87,3.67,16.7,41.0,-0.23,
5647,김승남,91101,1972-06-28,1997,해태,25,1,0,0,0,0,0,0,0,1.2,4,4,10,3,,,0,3,0,0,1,0,0,21.6,7.07,3.6,18.9,57.6,-0.09,
5648,김승남,91101,1972-06-28,1997,쌍방울,25,2,0,0,0,0,0,0,0,1.1,4,4,10,5,,,1,0,0,1,1,0,0,27.0,13.37,3.75,14.9,30.0,-0.14,
5649,오희주,91106,1968-07-02,1991,해태,23,6,0,0,2,0,1,0,0,12.1,11,8,63,16,,,0,9,0,2,9,0,0,5.84,3.91,2.03,68.0,101.7,-0.01,
5650,오희주,91106,1968-07-02,1993,LG,25,11,0,0,0,0,0,0,0,14.1,7,5,66,14,,,1,10,0,3,7,0,1,3.14,5.12,1.67,100.6,61.7,0.07,
5651,오희주,91106,1968-07-02,1994,LG,26,4,0,0,0,0,0,1,0,10.0,8,8,46,13,,,3,2,0,1,7,0,0,7.2,6.21,1.5,50.6,58.7,-0.12,
5652,오희주,91106,1968-07-02,1995,LG,27,12,1,1,7,3,3,1,0,61.1,20,20,250,46,,,4,28,1,1,41,0,3,2.93,3.69,1.21,121.3,96.4,1.37,
5653,문귀석,91104,1971-09-14,1992,해태,21,8,0,0,0,0,1,0,0,13.2,8,7,63,18,,,3,7,0,0,7,0,0,4.61,6.15,1.83,93.7,70.3,0.16,
5654,이석구,91119,1968-11-20,1991,LG,23,3,0,0,1,0,0,0,0,2.0,4,4,12,5,,,1,2,0,0,0,0,0,18.0,12.19,3.5,21.4,31.6,-0.19,
5655,오종우,91138,1969-02-07,1991,LG,22,5,0,0,1,0,0,0,0,5.0,10,8,71,14,,,1,12,1,1,2,0,0,14.4,11.69,5.2,26.8,33.0,-0.38,
5656,오종우,91138,1969-02-07,1992,LG,23,1,0,0,0,0,0,0,0,0.2,3,2,5,0,,,0,3,0,0,0,0,0,27.0,16.28,4.5,15.4,25.6,-0.09,
5657,김기덕,91151,1968-07-02,1991,LG,23,6,0,0,0,0,0,0,0,7.2,5,5,31,6,,,2,4,0,0,6,0,1,5.87,6.08,1.3,65.7,63.4,0.03,
5658,김기덕,91151,1968-07-02,1992,LG,24,22,1,0,14,2,6,0,0,78.2,57,50,367,100,,,10,37,1,4,40,0,6,5.72,4.94,1.74,72.9,84.4,0.11,
5659,김기덕,91151,1968-07-02,1995,LG,27,2,0,0,0,0,0,0,0,1.1,2,2,6,1,,,0,1,0,0,2,0,0,13.5,2.06,1.5,26.4,172.8,-0.02,
5660,김기덕,91151,1968-07-02,1996,LG,28,6,0,0,0,0,0,0,0,11.2,16,16,62,21,,,2,4,0,3,9,0,1,12.34,5.27,2.14,29.0,67.8,-0.26,
5661,김태형,91153,1972-04-25,1991,롯데,19,30,6,0,15,11,7,3,0,140.2,52,51,584,124,,,5,50,3,4,81,3,1,3.26,3.09,1.24,124.8,131.8,4.34,
5662,김태형,91153,1972-04-25,1992,롯데,20,29,1,0,14,7,13,1,0,110.0,74,66,502,133,,,11,54,1,4,50,0,0,5.4,4.73,1.7,81.5,93.2,0.94,
5663,김태형,91153,1972-04-25,1993,롯데,21,19,0,0,4,2,0,0,0,59.2,31,30,254,58,,,6,16,0,3,27,0,1,4.53,3.82,1.24,74.2,87.9,0.58,
5664,김태형,91153,1972-04-25,1994,롯데,22,35,0,0,1,1,1,0,0,40.1,23,23,173,47,,,4,13,0,2,20,0,2,5.13,4.22,1.49,75.1,91.3,0.58,
5665,김태형,91153,1972-04-25,1995,롯데,23,8,0,0,0,0,0,0,0,4.0,5,5,24,8,,,0,3,0,1,2,0,0,11.25,4.81,2.75,33.7,78.9,-0.06,
5666,김태형,91153,1972-04-25,1996,롯데,24,40,0,0,0,0,1,1,0,24.1,15,14,102,24,,,5,8,3,3,19,0,2,5.18,4.88,1.32,72.8,77.2,0.17,
5667,김성식,91160,1975-05-23,1991,LG,16,19,0,0,1,0,0,2,0,41.0,36,31,196,53,,,2,22,0,2,18,0,2,6.8,4.2,1.83,56.7,91.8,0.06,
5668,김성식,91160,1975-05-23,1992,LG,17,12,0,0,0,0,1,0,0,23.1,18,18,114,34,,,1,12,1,2,6,0,1,6.94,4.49,1.97,60.1,92.8,0.25,
5669,김성식,91160,1975-05-23,1993,LG,18,3,0,0,0,0,0,0,0,4.1,2,2,21,6,,,2,4,0,0,1,0,0,4.15,10.77,2.31,76.0,29.3,-0.09,
5670,이승배,91168,1968-08-15,1991,LG,23,2,0,0,2,0,1,0,0,9.0,4,4,41,11,,,0,3,0,0,5,0,0,4.0,2.58,1.56,96.4,149.5,0.23,
5671,권영일,91201,1968-01-16,1991,OB,23,6,0,0,4,0,3,0,0,18.1,12,12,85,18,,,0,15,0,1,7,0,0,5.89,4.54,1.8,65.7,85.1,0.05,
5672,권영일,91201,1968-01-16,1992,OB,24,2,0,0,0,0,0,0,0,5.1,3,3,24,7,,,0,3,0,0,1,0,0,5.06,4.09,1.88,82.0,101.5,0.1,
5673,강병규,91206,1972-05-20,1991,OB,19,17,1,0,4,2,2,0,0,60.2,24,18,255,58,,,4,26,1,4,23,1,3,2.67,4.22,1.39,144.8,91.6,1.17,
5674,강병규,91206,1972-05-20,1992,OB,20,18,1,0,5,1,4,1,0,67.2,39,38,301,79,,,8,25,0,4,33,0,2,5.05,4.63,1.54,82.2,89.8,0.82,
5675,강병규,91206,1972-05-20,1993,OB,21,29,4,1,21,10,9,0,0,139.2,52,48,570,124,,,4,36,0,8,70,1,2,3.09,2.78,1.15,101.3,112.7,2.85,
5676,강병규,91206,1972-05-20,1994,OB,22,18,2,0,12,5,5,0,0,78.0,46,37,352,93,,,4,25,0,12,41,1,4,4.27,3.85,1.51,85.3,94.6,0.58,
5677,강병규,91206,1972-05-20,1995,OB,23,18,2,0,16,5,6,0,0,103.2,56,53,459,112,,,12,39,2,7,50,0,3,4.6,4.62,1.46,77.4,77.0,0.43,
5678,강병규,91206,1972-05-20,1996,OB,24,25,2,0,23,7,11,0,0,121.2,63,54,518,119,,,9,45,1,9,55,0,4,3.99,4.15,1.35,88.8,85.5,0.95,
5679,강병규,91206,1972-05-20,1997,OB,25,48,0,0,5,6,5,2,0,103.0,48,41,446,105,,,4,37,6,6,54,2,5,3.58,3.41,1.38,108.9,114.5,2.13,
5680,강병규,91206,1972-05-20,1998,OB,26,34,2,0,20,5,10,1,0,134.0,57,54,573,143,,,10,40,2,6,74,0,3,3.63,3.75,1.37,106.2,102.8,2.67,
5681,강병규,91206,1972-05-20,1999,두산,27,29,1,0,26,13,9,0,0,143.1,92,83,637,164,,,19,48,0,9,92,0,6,5.21,4.9,1.48,92.5,98.3,1.89,
5682,강병규,91206,1972-05-20,2000,SK,28,11,0,0,5,2,2,0,0,26.2,25,25,125,39,,,7,13,1,1,7,0,1,8.44,7.51,1.95,55.0,61.8,-0.36,
5683,김익재,91202,1968-07-23,1991,OB,23,21,0,0,2,0,3,0,0,33.0,26,23,158,41,,,1,24,0,0,22,1,0,6.27,3.93,1.97,61.7,98.4,0.22,
5684,김익재,91202,1968-07-23,1992,OB,24,12,0,0,0,0,0,0,0,28.1,9,8,123,21,,,0,18,0,3,16,0,1,2.54,3.87,1.38,163.4,107.2,0.8,
5685,김익재,91202,1968-07-23,1993,OB,25,23,0,0,0,1,0,0,0,34.0,7,7,144,31,,,0,20,2,3,22,0,0,1.85,3.02,1.5,169.1,103.6,0.93,
5686,김익재,91202,1968-07-23,1994,OB,26,51,0,0,2,0,5,4,0,60.0,39,36,273,64,,,2,31,0,6,53,0,3,5.4,3.33,1.58,67.4,109.4,0.75,
5687,김익재,91202,1968-07-23,1995,OB,27,6,0,0,0,0,0,0,0,4.0,3,2,20,5,,,0,2,1,0,1,0,1,4.5,3.06,1.75,79.1,116.3,0.03,
5688,김익재,91202,1968-07-23,1996,현대,28,36,0,0,4,0,2,0,0,30.1,20,13,142,35,,,1,15,0,4,20,0,1,3.86,3.78,1.65,95.1,97.2,0.27,
5689,김익재,91202,1968-07-23,1997,현대,29,38,0,0,0,0,0,1,0,20.2,14,14,99,24,,,4,14,1,4,18,0,1,6.1,6.12,1.84,65.4,65.2,0.01,
5690,김익재,91202,1968-07-23,1998,현대,30,10,0,0,0,0,0,0,0,4.2,3,3,22,5,,,1,4,1,0,4,0,0,5.79,5.9,1.93,68.7,67.4,0.02,
5691,김익재,91202,1968-07-23,1999,현대,31,8,0,0,0,0,0,0,0,4.0,6,6,22,5,,,0,6,0,0,0,0,0,13.5,7.77,2.75,36.6,63.5,-0.08,
5692,전일수,91314,1968-07-02,1991,태평양,23,3,0,0,0,0,0,0,0,5.0,4,4,23,6,,,0,3,0,0,2,0,0,7.2,3.69,1.8,54.4,106.1,0.05,
5693,전일수,91314,1968-07-02,1993,LG,25,4,0,0,1,0,1,0,0,12.0,3,1,44,6,,,0,3,0,0,3,0,1,0.75,2.72,0.75,421.2,116.4,0.27,
5694,전일수,91314,1968-07-02,1994,LG,26,30,0,0,4,3,0,0,0,45.0,20,17,200,48,,,4,22,1,4,25,0,1,3.4,4.52,1.56,107.2,80.6,0.63,
5695,이용호,91328,1967-08-28,1991,태평양,24,1,0,0,0,0,0,0,0,1.0,1,1,4,1,,,0,1,0,0,0,0,0,9.0,5.69,2.0,43.5,68.8,-0.01,
5696,신상윤,91340,1972-03-22,1991,태평양,19,3,0,0,0,0,0,0,0,2.2,0,0,8,0,,,0,1,0,0,0,0,0,0.0,3.82,0.38,,102.6,0.1,
5697,신상윤,91340,1972-03-22,1992,태평양,20,16,0,0,1,0,2,0,0,27.1,24,18,127,30,,,1,18,0,0,13,0,3,5.93,4.28,1.76,72.8,100.9,0.22,
5698,신상윤,91340,1972-03-22,1993,태평양,21,2,0,0,0,0,0,0,0,5.0,4,4,26,5,,,0,5,1,0,1,0,0,7.2,4.47,2.0,45.2,72.9,-0.01,
5699,신상윤,91340,1972-03-22,1994,태평양,22,1,0,0,0,0,0,0,0,1.1,2,2,8,4,,,0,0,0,0,0,0,0,13.5,2.81,3.0,28.5,136.6,-0.01,
5700,신상윤,91340,1972-03-22,1995,태평양,23,1,0,0,0,0,0,0,0,0.0,4,3,6,3,,,0,2,0,0,0,0,0,,,,,,0.0,
5701,신상윤,91340,1972-03-22,1996,현대,24,4,0,0,0,0,0,0,0,3.1,2,2,17,7,,,0,1,0,0,3,0,0,5.4,1.89,2.4,68.0,194.4,0.07,
5702,신상윤,91340,1972-03-22,1997,현대,25,6,0,0,1,0,0,1,0,10.2,3,3,47,11,,,2,4,0,0,7,0,0,2.53,5.12,1.41,157.6,77.9,0.2,
5703,손영철,91448,1972-12-27,1991,삼성,19,3,0,0,1,0,0,0,0,14.0,2,1,52,10,,,0,6,0,0,8,0,1,0.64,2.83,1.14,632.0,143.4,0.6,
5704,손영철,91448,1972-12-27,1992,삼성,20,25,0,0,3,2,4,0,0,63.2,53,50,306,69,,,6,45,0,6,39,0,5,7.07,5.18,1.79,62.1,84.6,0.27,
5705,손영철,91448,1972-12-27,1993,삼성,21,7,0,0,0,0,1,0,0,16.1,13,11,78,17,,,1,13,0,1,10,0,3,6.06,4.61,1.84,54.9,72.3,-0.03,
5706,손영철,91448,1972-12-27,1994,삼성,22,3,0,0,0,0,0,0,0,4.0,4,4,19,4,,,1,2,0,1,5,0,1,9.0,5.81,1.5,42.7,66.2,-0.03,
5707,손영철,91448,1972-12-27,1996,현대,24,7,0,0,0,0,0,0,0,12.0,8,7,56,14,,,0,8,0,0,5,0,1,5.25,3.95,1.83,69.9,92.8,0.11,
5708,허삼영,91466,1972-06-08,1993,삼성,21,1,0,0,0,0,0,0,0,1.0,2,2,7,2,,,0,2,0,0,0,0,0,18.0,8.47,4.0,18.5,39.3,-0.06,
5709,허삼영,91466,1972-06-08,1995,삼성,23,3,0,0,0,0,0,0,0,1.1,2,2,6,3,,,1,0,0,0,0,0,0,13.5,12.56,2.25,28.0,30.1,-0.08,
5710,이상범,91471,1972-02-03,1991,삼성,19,3,0,0,0,0,0,0,0,3.1,4,4,19,2,,,0,3,0,4,1,0,0,10.8,8.39,1.5,37.6,48.4,-0.07,
5711,이상범,91471,1972-02-03,1992,삼성,20,2,0,0,0,0,0,0,0,2.0,1,1,10,2,,,0,2,0,0,0,0,0,4.5,5.78,2.0,97.5,75.9,0.03,
5712,강현철,91558,1968-02-15,1991,롯데,23,1,0,0,1,0,1,0,0,2.2,4,1,15,3,,,0,2,0,0,1,0,0,3.38,4.19,1.88,120.6,97.2,-0.09,
5713,김기열,91719,1968-11-23,1991,빙그레,23,7,0,0,0,0,2,0,0,5.1,12,12,33,16,,,1,2,0,0,1,0,2,20.25,5.88,3.38,19.6,67.5,-0.24,
5714,김인권,91729,1968-12-28,1991,빙그레,23,34,3,0,17,8,3,1,0,143.1,60,47,627,139,,,8,62,4,19,44,0,3,2.95,4.41,1.4,134.4,89.9,2.46,
5715,김인권,91729,1968-12-28,1992,빙그레,24,23,0,0,7,4,0,3,0,64.1,40,37,289,75,,,8,29,0,4,20,0,0,5.18,5.31,1.62,83.7,81.5,0.51,
5716,김인권,91729,1968-12-28,1993,빙그레,25,10,0,0,0,1,0,0,0,31.1,26,24,148,41,,,6,12,0,3,5,0,2,6.89,6.07,1.69,48.2,54.7,-0.39,
5717,임규대,91763,1972-11-02,1992,빙그레,20,1,0,0,0,0,0,0,0,1.0,3,3,8,3,,,0,1,0,0,1,0,0,27.0,3.78,4.0,16.0,114.6,-0.05,
5718,임규대,91763,1972-11-02,1994,한화,22,8,0,0,0,0,1,0,0,13.0,12,9,72,22,,,2,12,2,0,5,0,0,6.23,6.35,2.62,60.9,59.7,-0.09,
5719,공용우,91772,1972-08-12,1995,한화,23,8,0,0,0,0,0,0,0,10.2,3,3,42,6,,,0,4,0,0,5,0,0,2.53,3.0,0.94,146.2,123.4,0.3,
5720,공용우,91772,1972-08-12,1997,한화,25,4,0,0,0,0,0,0,0,6.0,6,5,28,10,,,2,1,0,1,6,0,0,7.5,6.21,1.83,53.9,65.2,-0.05,
5721,공용우,91772,1972-08-12,1998,한화,26,3,0,0,0,0,0,0,0,3.2,1,1,15,3,,,1,2,0,0,1,0,0,2.45,7.53,1.36,166.7,54.3,0.04,
5722,강길용,91821,1968-10-14,1991,쌍방울,23,34,5,0,25,8,13,1,0,168.0,95,84,747,164,,,16,94,4,15,73,4,6,4.5,4.93,1.54,91.2,83.2,1.31,
5723,강길용,91821,1968-10-14,1992,쌍방울,24,33,2,1,25,5,14,1,0,137.0,85,73,606,139,,,18,70,2,9,75,0,8,4.8,5.08,1.53,91.1,86.0,0.98,
5724,강길용,91821,1968-10-14,1993,쌍방울,25,31,3,0,20,7,11,1,0,136.1,79,76,595,125,,,10,76,0,10,61,2,1,5.02,4.42,1.47,65.2,74.1,-0.08,
5725,강길용,91821,1968-10-14,1994,OB,26,23,0,0,5,1,8,0,0,68.2,46,35,308,59,,,5,42,4,7,38,0,6,4.59,4.62,1.47,79.4,78.9,0.2,
5726,강길용,91821,1968-10-14,1995,OB,27,24,0,0,4,2,1,6,0,45.1,20,20,183,35,,,5,11,0,2,27,0,0,3.97,3.91,1.02,89.6,91.0,0.63,
5727,강길용,91821,1968-10-14,1996,OB,28,41,0,0,4,2,4,2,0,80.2,33,30,336,72,,,5,21,3,4,54,0,1,3.35,3.07,1.15,106.0,115.5,1.77,
5728,강길용,91821,1968-10-14,1997,OB,29,39,0,0,2,1,0,4,0,66.2,41,33,294,67,,,6,30,4,4,42,0,1,4.46,4.13,1.46,87.6,94.4,0.66,
5729,강길용,91821,1968-10-14,1998,OB,30,2,0,0,0,0,0,0,0,3.1,6,6,17,4,,,3,2,0,1,2,0,0,16.2,16.1,1.8,23.8,23.9,-0.24,
5730,강길용,91821,1968-10-14,1999,두산,31,10,0,0,1,0,1,0,0,14.1,25,23,81,31,,,4,6,0,0,10,0,1,14.44,6.76,2.58,33.4,71.3,-0.41,
5731,조규제,91818,1967-10-07,1991,쌍방울,24,49,0,0,4,9,7,27,0,142.1,30,26,545,70,,,5,58,6,3,133,1,3,1.64,2.44,0.9,249.5,168.4,8.08,
5732,조규제,91818,1967-10-07,1992,쌍방울,25,30,0,0,0,7,7,8,0,54.0,25,19,233,48,,,5,24,1,2,65,0,3,3.17,2.97,1.33,138.0,147.4,2.0,
5733,조규제,91818,1967-10-07,1993,쌍방울,26,41,0,0,0,1,4,23,0,88.2,17,14,348,51,,,5,33,2,4,96,0,0,1.42,2.22,0.95,230.3,147.7,4.11,
5734,조규제,91818,1967-10-07,1994,쌍방울,27,44,0,0,0,2,8,24,0,98.0,28,26,394,69,,,5,38,5,5,93,0,7,2.39,2.74,1.09,156.9,136.7,4.17,
5735,조규제,91818,1967-10-07,1995,쌍방울,28,8,0,0,0,0,1,3,0,10.2,6,6,50,11,,,2,6,1,1,9,0,0,5.06,5.25,1.59,73.7,71.1,0.02,
5736,조규제,91818,1967-10-07,1996,쌍방울,29,48,0,0,0,5,5,20,0,59.2,12,12,239,41,,,3,24,3,4,74,0,1,1.81,2.22,1.09,203.5,166.1,2.87,
5737,조규제,91818,1967-10-07,1997,쌍방울,30,52,0,0,0,4,6,28,0,77.2,25,25,317,64,,,4,23,4,4,74,1,3,2.9,2.53,1.12,138.6,158.9,3.27,
5738,조규제,91818,1967-10-07,1998,"쌍방울,현대",31,40,0,0,3,5,4,2,0,56.0,28,26,250,65,,,8,16,1,1,40,0,3,4.18,4.18,1.45,95.2,95.0,0.89,
5739,조규제,91818,1967-10-07,1998,현대,31,12,0,0,3,3,1,0,0,23.2,8,8,98,28,,,2,0,0,0,18,0,1,3.04,2.47,1.18,130.7,160.7,0.78,
5740,조규제,91818,1967-10-07,1998,쌍방울,31,28,0,0,0,2,3,2,0,32.1,20,18,152,37,,,6,16,1,1,22,0,2,5.01,5.43,1.64,79.3,73.1,0.14,
5741,조규제,91818,1967-10-07,1999,현대,32,17,0,0,10,6,2,2,0,56.0,37,37,247,62,,,9,20,1,3,52,0,2,5.95,4.68,1.46,83.0,105.4,0.84,
5742,조규제,91818,1967-10-07,2000,현대,33,9,0,0,0,0,0,0,3,4.1,1,1,17,2,,,0,2,0,0,4,0,0,2.08,2.7,0.92,217.6,167.5,0.19,
5743,조규제,91818,1967-10-07,2001,SK,34,46,0,0,10,8,9,9,3,106.1,45,42,427,90,,,12,35,6,3,75,1,5,3.55,4.07,1.18,132.4,115.7,3.08,
5744,조규제,91818,1967-10-07,2002,SK,35,46,0,0,8,6,8,6,3,78.2,40,37,347,81,,,13,27,4,10,64,0,4,4.23,4.78,1.37,99.4,88.0,1.01,
5745,조규제,91818,1967-10-07,2003,현대,36,36,0,0,2,0,3,0,4,40.0,26,25,190,39,,,6,32,1,4,41,2,3,5.63,5.29,1.78,76.8,81.8,0.24,
5746,조규제,91818,1967-10-07,2004,KIA,37,38,0,0,0,1,0,1,5,21.0,5,5,76,11,,,1,4,0,1,18,0,2,2.14,2.57,0.71,203.7,170.0,0.81,
5747,조규제,91818,1967-10-07,2005,KIA,38,4,0,0,0,0,0,0,0,1.0,4,4,11,5,,,2,2,0,1,0,0,1,36.0,38.02,7.0,11.8,11.2,-0.24,
5748,권영진,91819,1968-03-15,1991,쌍방울,23,1,0,0,0,0,0,0,0,0.0,0,0,3,0,,,0,3,0,0,0,0,0,,,,,,0.0,
5749,권영진,91819,1968-03-15,1995,롯데,27,3,0,0,0,0,0,0,0,5.0,1,1,19,4,,,0,0,0,1,3,0,0,1.8,2.21,0.8,210.7,171.6,0.18,
5750,권영진,91819,1968-03-15,1996,롯데,28,1,0,0,0,0,0,0,0,1.0,2,2,6,3,,,0,0,0,0,0,0,0,18.0,2.79,3.0,20.9,135.2,-0.03,
5751,박성기,91831,1969-01-20,1991,쌍방울,22,37,0,0,22,10,11,1,0,149.2,83,75,668,156,,,10,84,3,7,91,1,6,4.51,4.11,1.6,91.0,99.9,2.06,
5752,박성기,91831,1969-01-20,1992,쌍방울,23,38,3,1,21,9,8,1,0,152.1,81,69,663,141,,,17,76,3,5,88,0,8,4.08,4.61,1.43,107.2,94.7,2.24,
5753,박성기,91831,1969-01-20,1993,쌍방울,24,31,6,0,25,11,11,0,0,157.1,79,67,673,126,,,11,84,0,7,104,0,0,3.83,3.79,1.34,85.4,86.4,1.17,
5754,박성기,91831,1969-01-20,1994,쌍방울,25,31,4,1,27,11,12,0,0,182.2,100,95,812,188,,,18,81,3,8,108,0,3,4.68,4.32,1.47,80.0,86.7,1.38,
5755,박성기,91831,1969-01-20,1995,쌍방울,26,26,1,0,19,5,9,0,0,109.0,67,58,483,105,,,21,58,0,4,65,0,2,4.79,5.83,1.5,78.0,64.1,-0.38,
5756,박성기,91831,1969-01-20,1996,쌍방울,27,26,2,2,20,5,6,0,0,93.2,44,40,404,79,,,10,42,1,12,84,0,2,3.84,4.08,1.29,95.9,90.3,1.22,
5757,박성기,91831,1969-01-20,1997,쌍방울,28,5,0,0,1,0,1,0,0,1.1,4,4,9,4,,,2,2,0,0,1,0,0,27.0,25.37,4.5,14.9,15.8,-0.25,
5758,박성기,91831,1969-01-20,1998,"쌍방울,롯데",29,22,0,0,9,0,1,0,0,43.0,23,22,187,36,,,5,23,2,2,20,0,2,4.6,5.08,1.37,87.9,78.5,0.39,
5759,박성기,91831,1969-01-20,1998,쌍방울,29,12,0,0,8,0,1,0,0,33.0,17,16,138,21,,,5,17,1,1,16,0,1,4.36,5.44,1.15,91.0,73.0,0.21,
5760,박성기,91831,1969-01-20,1998,롯데,29,10,0,0,1,0,0,0,0,10.0,6,6,49,15,,,0,6,1,1,4,0,1,5.4,3.9,2.1,75.0,103.9,0.1,
5761,박성기,91831,1969-01-20,1999,한화,30,4,0,0,0,0,0,0,0,3.2,8,8,28,11,,,2,6,0,0,3,0,1,19.64,13.64,4.64,26.0,37.4,-0.2,
5762,김기덕,91833,1968-06-04,1991,쌍방울,23,22,0,0,0,2,1,0,0,33.1,18,16,145,35,,,3,17,2,3,6,0,2,4.32,5.12,1.56,95.0,80.1,0.48,
5763,김기덕,91833,1968-06-04,1992,쌍방울,24,13,0,0,4,2,2,0,0,44.1,27,17,198,39,,,5,21,0,7,16,0,1,3.45,5.42,1.35,126.6,80.6,0.4,
5764,김기덕,91833,1968-06-04,1993,쌍방울,25,3,0,0,0,0,0,0,0,5.2,12,9,38,18,,,0,2,0,0,3,0,0,14.29,2.47,3.53,22.9,132.8,-0.22,
5765,김기덕,91833,1968-06-04,1994,쌍방울,26,33,1,1,9,5,5,2,0,114.0,62,55,477,116,,,10,29,0,6,55,0,0,4.34,3.91,1.27,86.3,95.9,1.44,
5766,김기덕,91833,1968-06-04,1995,쌍방울,27,44,1,0,1,9,7,12,0,116.1,38,35,475,98,,,9,31,7,9,90,0,1,2.71,3.12,1.11,137.9,119.7,3.73,
5767,김기덕,91833,1968-06-04,1996,쌍방울,28,43,2,1,10,9,4,4,0,112.2,34,30,463,95,,,5,29,6,14,66,0,2,2.4,3.18,1.1,153.7,115.9,3.28,
5768,김기덕,91833,1968-06-04,1997,쌍방울,29,25,1,0,20,7,6,0,0,105.0,64,61,450,110,,,15,28,2,14,49,0,2,5.23,4.94,1.31,76.8,81.3,0.52,
5769,김기덕,91833,1968-06-04,1998,쌍방울,30,44,1,0,21,12,11,3,0,138.0,63,54,576,142,,,12,27,2,8,89,0,1,3.52,3.45,1.23,112.8,115.0,3.04,
5770,김기덕,91833,1968-06-04,1999,쌍방울,31,31,1,0,26,2,12,1,0,150.0,80,75,652,184,,,17,30,3,12,84,0,0,4.5,4.41,1.43,109.6,111.9,3.34,
5771,김기덕,91833,1968-06-04,2000,SK,32,32,0,0,24,5,10,1,1,138.0,86,80,603,167,,,27,33,2,7,72,0,2,5.22,5.49,1.45,89.0,84.7,1.26,
5772,김기덕,91833,1968-06-04,2001,SK,33,19,0,0,14,3,10,0,0,67.2,45,39,295,77,,,17,16,0,6,41,0,0,5.19,6.14,1.37,90.7,76.7,0.34,
5773,김기덕,91833,1968-06-04,2002,SK,34,16,0,0,0,0,0,0,0,23.0,8,8,95,24,,,1,5,1,3,12,0,0,3.13,3.44,1.26,134.4,122.4,0.58,
5774,김원형,91848,1972-07-05,1991,쌍방울,19,29,4,1,20,7,11,0,0,136.1,77,71,597,131,,,12,71,2,7,75,1,5,4.69,4.41,1.48,87.5,93.1,1.52,
5775,김원형,91848,1972-07-05,1992,쌍방울,20,22,7,1,18,8,7,1,0,138.1,60,51,578,125,,,13,54,1,6,104,1,5,3.32,3.78,1.29,131.7,115.7,3.32,
5776,김원형,91848,1972-07-05,1993,쌍방울,21,26,6,3,22,11,9,0,0,135.1,50,44,572,115,,,9,60,2,10,87,0,6,2.93,3.55,1.29,111.9,92.2,2.24,
5777,김원형,91848,1972-07-05,1994,쌍방울,22,25,2,0,22,5,11,1,0,132.0,85,79,588,143,,,14,52,4,11,75,0,5,5.39,4.39,1.48,69.6,85.3,0.26,
5778,김원형,91848,1972-07-05,1995,쌍방울,23,25,4,2,25,9,8,0,0,143.2,82,63,627,145,,,14,58,1,13,69,0,2,3.95,4.58,1.41,94.6,81.6,0.78,
5779,김원형,91848,1972-07-05,1996,쌍방울,24,26,1,0,23,5,8,0,0,126.2,71,58,554,133,,,10,51,4,5,69,1,7,4.12,3.96,1.45,89.4,93.1,1.13,
5780,김원형,91848,1972-07-05,1997,쌍방울,25,29,3,0,28,9,9,0,0,157.0,62,48,649,139,,,13,43,2,7,80,0,4,2.75,3.85,1.16,145.9,104.3,3.59,
5781,김원형,91848,1972-07-05,1998,쌍방울,26,51,0,0,11,12,7,13,0,150.0,54,42,611,130,,,10,42,5,6,109,1,11,2.52,3.17,1.15,157.6,125.3,4.67,
5782,김원형,91848,1972-07-05,1999,쌍방울,27,17,0,0,3,2,3,2,0,37.0,22,20,154,30,,,3,13,0,3,38,0,5,4.86,3.57,1.16,101.4,138.1,0.91,
5783,김원형,91848,1972-07-05,2000,SK,28,29,0,0,13,2,13,5,0,93.0,70,60,413,112,,,18,31,1,5,52,0,3,5.81,5.69,1.54,80.0,81.7,0.2,
5784,김원형,91848,1972-07-05,2001,SK,29,26,1,0,25,9,9,0,0,154.1,89,75,657,152,,,20,60,4,3,100,0,8,4.37,4.65,1.37,107.6,101.3,2.54,
5785,김원형,91848,1972-07-05,2002,SK,30,13,0,0,12,4,5,0,0,58.1,40,34,260,67,,,14,17,0,2,37,0,0,5.25,5.83,1.44,80.2,72.2,0.01,
5786,김원형,91848,1972-07-05,2003,SK,31,30,0,0,9,7,7,1,4,79.1,34,33,338,87,,,13,18,0,6,44,0,1,3.74,4.69,1.32,111.4,89.0,1.39,
