이름,id,연도,팀명,평균자책점,경기,완투,완봉,승리,패배,세이브,홀드,승률,타자수,이닝,피안타,피홈런,볼넷,사구,삼진,실점,자책점,생년월일
박지철,94545,2006,롯데,2.98,18,0,0,1,2,0,0,0.333,212,48 1/3,43,0,30,2,23,20,16,1975-04-13
박지철,94545,2007,롯데,6.14,6,0,0,0,1,0,0,0.000,36,7 1/3,9,0,5,1,5,6,5,1975-04-13
박지철,94545,2009,LG,13.50,3,0,0,0,2,0,0,0.000,32,5 1/3,11,2,6,0,3,8,8,1975-04-13
강상수,94526,1994,롯데,3.56,18,3,1,7,6,0,0,0.538,392,93 2/3,95,11,30,2,63,42,37,1971-06-22
강상수,94526,1995,롯데,3.35,18,3,3,7,5,0,0,0.583,414,102,97,6,20,6,64,44,38,1971-06-22
강상수,94526,1996,롯데,3.97,33,4,0,9,10,1,0,0.474,751,176 2/3,185,10,51,8,104,87,78,1971-06-22
강상수,94526,1997,롯데,5.13,36,1,0,3,11,3,0,0.214,467,101 2/3,129,7,45,7,70,65,58,1971-06-22
강상수,94526,1998,롯데,4.46,41,0,0,4,8,5,0,0.333,469,111,97,16,43,11,85,59,55,1971-06-22
강상수,94526,1999,롯데,2.78,55,0,0,5,7,19,0,0.417,322,77 2/3,62,7,32,6,66,26,24,1971-06-22
강상수,94526,2000,롯데,1.77,50,0,0,6,8,23,0,0.429,274,71,48,5,22,1,66,19,14,1971-06-22
강상수,94526,2001,롯데,4.75,58,0,0,6,7,10,4,0.462,392,89,81,12,48,4,62,52,47,1971-06-22
강상수,94526,2002,롯데,4.58,39,0,0,2,7,7,2,0.222,261,55,63,6,36,5,33,34,28,1971-06-22
강상수,94526,2003,롯데,5.50,33,0,0,2,3,6,1,0.400,238,54,54,15,29,2,47,35,33,1971-06-22
강상수,94526,2004,롯데,4.11,29,0,0,0,1,0,4,0.000,161,35,41,5,20,1,17,16,16,1971-06-22
강상수,94526,2005,롯데,8.28,24,0,0,0,0,1,0,-,149,29 1/3,35,4,22,6,17,27,27,1971-06-22
강상수,94526,2006,LG,7.98,16,0,0,1,0,0,1,1.000,71,14 2/3,23,2,6,1,11,13,13,1971-06-22
최재영,94641,1994,해태,2.16,6,0,0,0,0,0,0,-,31,8 1/3,6,0,1,0,1,2,2,1971-08-05
이호준,94629,1994,해태,10.22,8,0,0,0,0,0,0,-,60,12 1/3,16,7,8,1,4,14,14,1976-02-08
길배진,94727,1994,한화,11.40,8,0,0,0,0,0,0,-,81,15,28,4,6,3,1,25,19,1971-10-19
최호원,94737,1994,한화,4.50,6,0,0,0,0,0,0,-,57,12,13,2,9,0,0,7,6,1971-06-14
최호원,94737,1996,한화,3.91,11,0,0,0,1,0,0,0.000,97,23,20,2,10,2,16,13,10,1971-06-14
최호원,94737,1997,한화,6.32,10,0,0,0,0,0,0,-,73,15 2/3,19,2,5,2,6,11,11,1971-06-14
최호원,94737,1999,한화,5.40,1,0,0,0,0,0,0,-,10,1 2/3,4,1,1,0,1,1,1,1971-06-14
김민국,94821,1994,쌍방울,11.68,6,0,0,0,1,0,0,0.000,65,12 1/3,23,1,3,4,9,18,16,1972-05-27
김민국,94821,1995,쌍방울,10.34,7,0,0,0,1,0,0,0.000,77,15 2/3,19,1,8,4,5,18,18,1972-05-27
김민국,94821,1996,쌍방울,3.11,20,0,0,2,1,1,0,0.667,170,37 2/3,42,2,15,6,32,13,13,1972-05-27
김민국,94821,1997,쌍방울,6.49,33,0,0,1,0,0,0,1.000,291,59 2/3,79,7,33,10,27,48,43,1972-05-27
김성한,94747,1994,한화,4.09,13,0,0,2,2,1,0,0.500,188,44,46,4,15,1,27,23,20,1971-04-17
김성한,94747,1995,한화,0.00,2,0,0,0,0,0,0,-,8,2,3,0,0,0,0,0,0,1971-04-17
김성한,94747,1996,한화,4.63,16,0,0,0,1,0,0,0.000,107,23 1/3,20,3,16,1,9,15,12,1971-04-17
김성한,94747,1997,쌍방울,10.19,17,0,0,1,0,0,0,1.000,88,17 2/3,28,5,9,1,11,20,20,1971-04-17
이승환,94801,1994,쌍방울,4.97,6,0,0,0,0,0,0,-,56,12 2/3,19,0,4,0,5,8,7,1971-03-20
고형욱,94841,1994,쌍방울,0.90,6,0,0,0,0,1,0,-,41,10,7,0,6,0,10,1,1,1971-04-17
고형욱,94841,1995,쌍방울,5.09,9,0,0,0,0,0,0,-,73,17 2/3,21,6,3,0,6,10,10,1971-04-17
고형욱,94841,1996,쌍방울,0.00,5,0,0,0,0,0,0,-,14,3 2/3,2,0,1,1,4,0,0,1971-04-17
고형욱,94841,1998,쌍방울,3.44,30,1,0,2,0,0,0,1.000,142,34,28,2,12,3,8,14,13,1971-04-17
고형욱,94841,1999,쌍방울,5.95,48,0,0,1,2,0,0,0.333,180,39 1/3,38,10,25,3,20,27,26,1971-04-17
유현승,94834,1994,쌍방울,4.70,26,2,0,4,6,0,0,0.400,436,99 2/3,111,9,42,3,38,56,52,1971-03-27
유현승,94834,1995,쌍방울,4.85,32,3,1,5,10,1,0,0.333,620,143,125,10,75,12,77,86,77,1971-03-27
유현승,94834,1996,쌍방울,4.14,10,1,1,4,5,0,0,0.444,248,58 2/3,60,6,15,5,31,29,27,1971-03-27
유현승,94834,1997,쌍방울,9.64,6,0,0,0,2,0,0,0.000,50,9 1/3,21,0,5,0,4,10,10,1971-03-27
유현승,94834,1998,쌍방울,13.50,4,0,0,0,1,0,0,0.000,25,4,14,1,1,0,0,8,6,1971-03-27
유현승,94834,1999,쌍방울,6.23,42,2,1,4,11,1,0,0.267,534,121 1/3,141,21,38,12,62,91,84,1971-03-27
유현승,94834,2000,SK,5.96,29,0,0,1,8,0,0,0.111,431,93 2/3,114,17,40,6,49,72,62,1971-03-27
유현승,94834,2001,LG,3.50,32,0,0,1,0,0,2,1.000,147,36,32,5,9,3,18,14,14,1971-03-27
유현승,94834,2002,LG,0.00,1,0,0,0,0,0,0,-,4,2/3,2,0,0,0,1,0,0,1971-03-27
심재학,95114,1999,LG,6.33,15,0,0,3,3,0,0,0.500,219,48 1/3,48,5,34,2,32,37,34,1972-10-18
방동민,95159,1999,LG,6.23,3,0,0,0,0,0,0,-,19,4 1/3,6,1,1,0,3,3,3,1977-01-20
방동민,95159,2000,LG,-,1,0,0,0,0,0,0,-,3,0,2,0,1,0,0,3,3,1977-01-20
방동민,95159,2001,LG,6.00,12,0,0,0,1,0,0,0.000,56,12,13,1,6,1,13,9,8,1977-01-20
방동민,95159,2002,KIA,5.40,6,0,0,0,0,0,0,-,19,3 1/3,6,0,3,1,1,2,2,1977-01-20
방동민,95159,2004,KIA,18.00,22,0,0,0,0,0,1,-,43,6,20,0,5,1,5,12,12,1977-01-20
방동민,95159,2005,KIA,9.00,2,0,0,0,0,0,0,-,4,1,0,0,2,0,1,1,1,1977-01-20
여준홍,95218,1996,OB,18.90,7,0,0,0,0,0,0,-,22,3 1/3,5,2,8,0,2,7,7,1976-04-05
김유봉,95223,1995,OB,0.00,1,0,0,0,0,0,0,-,4,1,1,0,0,0,0,0,0,1976-06-29
김유봉,95223,1996,OB,3.72,6,0,0,0,2,0,0,0.000,88,19 1/3,19,5,11,2,7,8,8,1976-06-29
김유봉,95223,1999,두산,7.51,46,0,0,3,1,0,0,0.750,409,88 2/3,107,13,44,5,56,79,74,1976-06-29
김유봉,95223,2000,두산,2.77,40,0,0,6,2,2,6,0.750,211,48 2/3,43,2,23,6,38,18,15,1976-06-29
김유봉,95223,2002,두산,27.00,2,0,0,0,0,0,0,-,8,1,4,0,1,0,0,3,3,1976-06-29
김유봉,95223,2003,두산,2.70,4,0,0,0,0,0,0,-,14,3 1/3,3,0,2,1,1,1,1,1976-06-29
박노식,95199,1999,LG,0.00,1,0,0,0,0,0,0,-,3,1,0,0,1,0,0,0,0,1974-05-08
송재용,95236,1995,OB,4.87,17,0,0,3,3,1,0,0.500,266,61,59,1,33,0,40,40,33,1972-03-14
진필중,95235,1995,OB,3.21,36,2,0,6,2,2,0,0.750,464,109 1/3,112,2,32,8,50,43,39,1972-10-13
진필중,95235,1996,OB,3.11,32,5,2,13,10,4,0,0.565,774,191,186,4,42,5,69,72,66,1972-10-13
진필중,95235,1997,OB,3.72,26,1,1,7,12,0,0,0.368,571,130 2/3,152,11,37,6,72,69,54,1972-10-13
진필중,95235,1998,OB,2.33,61,1,1,8,6,19,0,0.571,638,158 1/3,135,7,42,5,100,44,41,1972-10-13
진필중,95235,1999,두산,2.37,73,0,0,16,6,36,0,0.727,454,114,84,9,37,4,114,32,30,1972-10-13
진필중,95235,2000,두산,2.34,59,0,0,5,5,42,0,0.500,301,73,64,3,25,0,61,23,19,1972-10-13
진필중,95235,2001,두산,3.22,51,0,0,9,6,23,0,0.600,388,89 1/3,87,7,40,1,88,41,32,1972-10-13
진필중,95235,2002,두산,3.47,54,0,0,4,5,31,0,0.444,261,62 1/3,60,8,16,3,58,28,24,1972-10-13
진필중,95235,2003,KIA,3.08,46,0,0,4,4,19,0,0.500,271,64 1/3,64,11,22,2,71,24,22,1972-10-13
진필중,95235,2004,LG,5.23,34,0,0,0,4,15,0,0.000,156,32 2/3,49,3,12,1,23,22,19,1972-10-13
진필중,95235,2005,LG,5.82,13,0,0,3,7,0,0,0.300,237,51,58,5,21,7,27,40,33,1972-10-13
진필중,95235,2006,LG,3.95,25,0,0,0,3,0,2,0.000,190,43 1/3,54,3,15,0,18,21,19,1972-10-13
최용호,95247,1997,OB,9.00,2,0,0,0,0,0,0,-,5,1,1,0,1,0,1,1,1,1976-04-30
최용호,95247,1998,OB,3.29,30,0,0,2,0,2,0,1.000,226,54 2/3,32,2,29,2,55,24,20,1976-04-30
최용호,95247,1999,두산,4.26,38,1,0,8,7,0,0,0.533,673,154 1/3,131,16,92,15,108,79,73,1976-04-30
최용호,95247,2000,두산,5.06,28,0,0,8,4,0,0,0.667,544,121,125,14,72,1,96,70,68,1976-04-30
최용호,95247,2001,두산,4.98,22,0,0,7,5,0,0,0.583,380,85,85,8,46,3,58,52,47,1976-04-30
최용호,95247,2002,두산,4.91,10,0,0,0,0,0,0,-,67,14 2/3,21,2,5,0,10,8,8,1976-04-30
최용호,95247,2003,KIA,10.13,4,0,0,0,2,0,0,0.000,56,10 2/3,15,1,8,1,7,12,12,1976-04-30
최용호,95247,2004,KIA,5.83,20,0,0,2,3,1,0,0.400,191,41 2/3,43,6,22,9,19,27,27,1976-04-30
김억만,95327,1995,태평양,4.65,16,0,0,0,1,0,0,0.000,149,31,41,1,20,1,19,17,16,1976-03-10
김억만,95327,1996,현대,0.00,3,0,0,0,0,0,0,-,11,3,2,0,0,0,4,0,0,1976-03-10
위재영,95318,1995,태평양,3.60,36,4,1,13,10,4,0,0.565,651,157 2/3,142,9,48,3,113,70,63,1972-05-21
위재영,95318,1996,현대,2.72,30,1,0,12,7,0,0,0.632,748,181 2/3,159,13,51,5,138,60,55,1972-05-21
위재영,95318,1997,현대,3.24,20,0,0,5,8,0,0,0.385,462,111,105,11,42,3,74,44,40,1972-05-21
위재영,95318,1998,현대,3.23,26,0,0,13,8,0,0,0.619,690,164 1/3,143,20,68,1,122,71,59,1972-05-21
위재영,95318,1999,현대,4.10,20,0,0,6,8,0,0,0.429,525,116 1/3,126,16,62,3,100,62,53,1972-05-21
위재영,95318,2000,현대,2.09,54,0,0,3,2,39,0,0.600,293,73 1/3,62,3,24,2,71,18,17,1972-05-21
위재영,95318,2001,현대,1.82,37,0,0,4,2,22,0,0.667,202,49 1/3,35,2,18,1,44,13,10,1972-05-21
위재영,95318,2002,현대,4.59,27,0,0,5,10,0,0,0.333,463,104,118,18,46,4,74,58,53,1972-05-21
위재영,95318,2003,현대,6.23,4,0,0,0,1,0,0,0.000,27,4 1/3,9,0,5,0,1,4,3,1972-05-21
위재영,95318,2004,현대,4.71,10,0,0,1,1,0,0,0.500,126,28 2/3,28,3,15,1,14,18,15,1972-05-21
위재영,95318,2005,SK,1.89,57,0,0,3,2,6,12,0.600,385,95 1/3,69,4,41,3,80,23,20,1972-05-21
위재영,95318,2006,SK,4.91,29,0,0,3,5,0,3,0.375,159,36 2/3,39,1,15,1,25,23,20,1972-05-21
안윤호,95426,1995,삼성,0.00,1,0,0,0,0,0,0,-,3,2/3,1,0,0,0,0,0,0,1972-03-23
박석진,95459,1995,삼성,4.71,27,0,0,4,6,0,0,0.400,323,72 2/3,85,3,18,8,30,44,38,1972-07-19
박석진,95459,1996,삼성,4.68,23,0,0,2,2,2,0,0.500,258,57 2/3,71,6,16,10,26,37,30,1972-07-19
박석진,95459,1997,롯데,7.02,15,0,0,1,4,0,0,0.200,203,42 1/3,64,3,10,4,24,40,33,1972-07-19
박석진,95459,1998,롯데,6.46,18,0,0,0,1,0,0,0.000,145,30 2/3,41,8,10,5,18,24,22,1972-07-19
박석진,95459,1999,롯데,3.58,33,2,1,11,3,2,0,0.786,611,148 1/3,123,14,44,14,101,65,59,1972-07-19
박석진,95459,2000,롯데,2.48,40,0,0,7,6,8,6,0.538,388,94 1/3,79,5,25,9,65,26,26,1972-07-19
박석진,95459,2001,롯데,2.98,47,0,0,4,10,14,1,0.286,549,133,127,6,34,19,81,50,44,1972-07-19
박석진,95459,2003,롯데,3.38,5,0,0,0,0,0,0,-,14,2 2/3,7,0,0,0,2,1,1,1972-07-19
박석진,95459,2004,삼성,2.30,48,0,0,4,4,1,6,0.500,249,62 2/3,47,4,8,8,33,21,16,1972-07-19
박석진,95459,2005,삼성,3.47,70,0,0,8,0,1,15,1.000,262,62 1/3,59,4,7,9,24,29,24,1972-07-19
박석진,95459,2006,삼성,4.84,26,0,0,3,1,0,2,0.750,107,22 1/3,37,2,4,3,11,13,12,1972-07-19
박석진,95459,2007,LG,4.35,27,0,0,1,1,0,0,0.500,131,31,32,1,6,6,7,19,15,1972-07-19
박석진,95459,2008,LG,36.00,2,0,0,0,0,0,0,-,11,1,8,0,0,0,0,4,4,1972-07-19
신성필,95469,1995,삼성,4.26,26,0,0,1,4,0,0,0.200,298,67 2/3,56,3,37,4,42,38,32,1976-08-17
신성필,95469,1996,삼성,8.18,15,0,0,0,2,2,0,0.000,159,33,43,6,18,3,16,30,30,1976-08-17
장형석,95473,1996,삼성,5.19,4,0,0,0,3,0,0,0.000,71,17 1/3,16,0,10,1,8,11,10,1976-06-06
장형석,95473,1997,삼성,40.50,1,0,0,0,0,0,0,-,5,2/3,1,0,2,0,0,3,3,1976-06-06
최계훈,95488,1984,삼미  ,3.54,34,4,0,8,8,9,0,0.500,589,137 1/3,132,9,55,6,99,67,54,1961-06-06
최계훈,95488,1985,청보,3.56,20,9,1,6,6,0,0,0.500,505,118 2/3,106,13,55,6,54,51,47,1961-06-06
최계훈,95488,1986,청보,3.67,32,7,1,6,14,2,0,0.300,688,159 1/3,164,12,67,5,62,79,65,1961-06-06
박보현,95511,1995,롯데,3.18,7,0,0,0,0,0,0,-,21,5 2/3,5,0,0,0,2,2,2,1972-07-19
박보현,95511,1996,롯데,4.70,27,0,0,1,3,0,0,0.250,195,46,36,3,25,1,24,26,24,1972-07-19
박보현,95511,1997,롯데,4.23,20,0,0,0,0,1,0,-,192,44 2/3,44,4,19,1,21,22,21,1972-07-19
박보현,95511,1999,롯데,4.89,33,1,0,5,6,0,0,0.455,444,103,109,18,36,2,59,65,56,1972-07-19
박보현,95511,2000,두산,6.17,19,0,0,3,8,0,0,0.273,324,70,92,8,30,0,24,51,48,1972-07-19
박보현,95511,2001,두산,5.22,25,0,0,2,3,1,0,0.400,214,50,47,7,15,3,18,33,29,1972-07-19
박보현,95511,2002,두산,3.86,5,0,0,0,0,0,0,-,11,2 1/3,2,0,1,1,2,1,1,1972-07-19
김정열,95552,1998,롯데,0.00,1,0,0,0,0,0,0,-,6,1,2,0,1,0,1,1,0,1979-12-03
김정열,95552,1999,롯데,3.68,6,0,0,0,0,0,0,-,35,7 1/3,3,0,8,2,5,3,3,1979-12-03
장승익,95554,1995,롯데,2.52,11,0,0,1,1,0,0,0.500,98,25,18,2,8,1,11,7,7,1976-06-11
장승익,95554,1996,롯데,0.00,2,0,0,0,0,0,0,-,10,2 2/3,1,0,0,0,1,0,0,1976-06-11
장승익,95554,1997,롯데,6.75,1,0,0,0,0,0,0,-,6,1 1/3,2,0,0,0,0,1,1,1976-06-11
박부성,95565,1995,롯데,4.41,22,0,0,2,1,2,0,0.667,152,34 2/3,36,3,17,2,19,19,17,1976-05-10
박부성,95565,1996,롯데,3.91,23,0,0,6,7,1,0,0.462,384,89 2/3,91,6,33,4,39,40,39,1976-05-10
박부성,95565,1997,롯데,5.32,15,0,0,0,0,0,0,-,90,22,25,4,2,0,9,16,13,1976-05-10
이원식,95601,1995,해태,4.51,23,0,0,5,8,0,0,0.385,458,103 2/3,105,7,42,7,70,58,52,1972-06-15
이원식,95601,1996,해태,5.46,20,1,1,1,4,0,0,0.200,256,59 1/3,69,12,15,1,27,40,36,1972-06-15
이원식,95601,1997,해태,3.48,28,0,0,5,3,1,0,0.625,306,75,58,8,28,2,39,32,29,1972-06-15
이원식,95601,2000,해태,5.98,16,0,0,3,1,0,0,0.750,263,58 2/3,66,9,21,4,22,40,39,1972-06-15
이원식,95601,2001,KIA,5.49,22,0,0,6,4,0,0,0.600,370,80 1/3,95,16,31,4,43,53,49,1972-06-15
이원식,95601,2002,KIA,6.75,6,0,0,0,1,0,0,0.000,86,17 1/3,24,4,7,2,15,15,13,1972-06-15
이원식,95601,2003,KIA,3.08,16,0,0,2,1,0,1,0.667,153,38,34,5,7,3,24,15,13,1972-06-15
이원식,95601,2004,KIA,7.88,5,0,0,0,1,0,0,0.000,41,8,9,2,5,2,1,9,7,1972-06-15
이원식,95601,2005,LG,3.38,13,0,0,1,0,1,0,1.000,74,16,19,2,7,1,13,8,6,1972-06-15
이용훈,95665,1996,해태,1.42,11,0,0,0,0,0,0,-,72,19,11,1,10,0,10,3,3,1975-12-14
임창용,95657,1995,해태,5.83,14,0,0,0,2,0,0,0.000,126,29 1/3,37,0,5,3,16,19,19,1976-06-04
임창용,95657,1996,해태,3.22,49,0,0,7,7,0,0,0.500,469,114 2/3,91,8,38,6,78,48,41,1976-06-04
임창용,95657,1997,해태,2.33,64,0,0,14,8,26,0,0.636,526,135,93,6,36,6,120,44,35,1976-06-04
임창용,95657,1998,해태,1.89,59,0,0,8,7,34,0,0.533,524,133 2/3,90,4,30,12,141,35,28,1976-06-04
임창용,95657,1999,삼성,2.14,71,0,0,13,4,38,0,0.765,535,138 2/3,91,10,29,7,141,33,33,1976-06-04
임창용,95657,2000,삼성,1.52,52,0,0,5,4,30,0,0.556,345,88 2/3,58,2,22,9,95,19,15,1976-06-04
임창용,95657,2001,삼성,3.90,30,1,1,14,6,1,0,0.700,791,184 2/3,169,25,62,17,136,88,80,1976-06-04
임창용,95657,2002,삼성,3.08,36,0,0,17,6,2,0,0.739,841,204 1/3,188,24,34,24,160,82,70,1976-06-04
임창용,95657,2003,삼성,3.55,28,1,1,13,3,1,0,0.813,618,147,141,15,44,15,85,63,58,1976-06-04
임창용,95657,2004,삼성,2.01,61,0,0,2,4,36,0,0.333,271,67,51,4,22,4,67,19,15,1976-06-04
임창용,95657,2005,삼성,6.50,29,0,0,5,8,0,3,0.385,427,91 1/3,110,11,36,15,70,67,66,1976-06-04
임창용,95657,2006,삼성,4.50,1,0,0,1,0,0,0,1.000,9,2,3,0,1,0,0,1,1,1976-06-04
임창용,95657,2007,삼성,4.90,40,0,0,5,7,0,3,0.417,536,119 1/3,138,9,44,10,62,68,65,1976-06-04
임창용,95657,2014,삼성,5.84,49,0,0,5,4,31,0,0.556,205,44 2/3,50,4,21,4,52,33,29,1976-06-04
임창용,95657,2015,삼성,2.83,55,0,0,5,2,33,0,0.714,219,54,45,2,13,3,71,17,17,1976-06-04
임창용,95657,2016,KIA,4.37,34,0,0,3,3,15,0,0.500,159,35,45,5,10,1,38,18,17,1976-06-04
임창용,95657,2017,KIA,3.78,51,0,0,8,6,7,9,0.571,225,50,51,3,22,5,58,22,21,1976-06-04
임창용,95657,2018,KIA,5.42,37,0,0,5,5,4,4,0.500,388,86 1/3,92,16,29,11,84,54,52,1976-06-04
정의성,95748,1995,한화,6.89,21,0,0,0,1,0,0,0.000,140,31 1/3,40,4,9,0,13,27,24,1972-08-30
신재웅,95728,1995,한화,5.09,11,1,1,3,5,0,0,0.375,231,53,52,5,29,0,39,32,30,1972-10-10
신재웅,95728,1996,한화,5.10,25,0,0,5,3,2,0,0.625,367,83,75,8,42,3,77,51,47,1972-10-10
신재웅,95728,1997,한화,3.67,30,2,2,6,7,0,0,0.462,567,135,112,20,64,4,93,63,55,1972-10-10
신재웅,95728,1998,한화,5.90,30,0,0,5,11,0,0,0.313,497,111 1/3,127,17,46,2,97,78,73,1972-10-10
신재웅,95728,1999,한화,10.05,9,0,0,0,2,0,0,0.000,82,14 1/3,23,3,19,0,9,17,16,1972-10-10
신재웅,95728,2000,한화,7.20,18,0,0,3,7,0,0,0.300,268,60,65,14,25,1,33,49,48,1972-10-10
신재웅,95728,2001,한화,9.17,9,0,0,2,2,0,0,0.500,83,17 2/3,24,5,9,0,9,18,18,1972-10-10
신재웅,95728,2002,한화,0.00,1,0,0,0,0,0,0,-,4,1/3,2,0,1,0,1,0,0,1972-10-10
김경남,95777,1982,삼미  ,6.00,1,0,0,0,1,0,0,0.000,16,3,6,0,2,0,1,2,2,1959-11-05
김진철,95819,1995,쌍방울,3.71,31,1,0,1,1,0,0,0.500,348,80,75,10,33,10,48,34,33,1972-12-15
김진철,95819,1996,쌍방울,8.31,3,0,0,0,0,0,0,-,22,4 1/3,5,1,3,1,5,4,4,1972-12-15
김진철,95819,1997,쌍방울,4.15,3,0,0,0,0,0,0,-,18,4 1/3,5,1,1,1,3,3,2,1972-12-15
박성진,95838,1995,쌍방울,12.00,3,0,0,0,0,0,0,-,16,3,6,2,0,0,2,5,4,1972-07-09
박성진,95838,1996,쌍방울,1.35,6,0,0,0,0,0,0,-,25,6 2/3,6,1,0,0,3,1,1,1972-07-09
박성진,95838,1997,쌍방울,1.74,7,0,0,0,0,0,0,-,45,10 1/3,10,0,2,3,8,2,2,1972-07-09
강만식,95906,1982,해태  ,4.44,29,6,0,5,11,1,0,0.313,642,144,152,11,69,10,86,93,71,1957-02-15
강만식,95906,1983,해태  ,2.78,22,1,1,6,4,0,0,0.600,387,94,83,5,22,5,51,42,29,1957-02-15
강만식,95906,1984,해태  ,3.26,28,3,0,11,4,0,0,0.733,540,129 2/3,124,14,36,7,60,58,47,1957-02-15
강만식,95906,1985,해태,3.31,41,5,2,13,8,0,0,0.619,803,198 2/3,178,22,44,19,63,78,73,1957-02-15
강만식,95906,1986,해태,4.33,19,1,0,4,6,2,0,0.400,331,72 2/3,91,6,25,5,24,39,35,1957-02-15
강만식,95906,1987,빙그레,6.11,5,0,0,2,3,0,0,0.400,119,28,27,5,11,2,4,20,19,1957-02-15
강만식,95906,1988,빙그레,0.00,2,0,0,0,0,0,0,-,5,1 1/3,0,0,2,0,0,0,0,1957-02-15
강만식,95906,1989,삼성,7.94,5,0,0,0,1,0,0,0.000,52,11 1/3,15,2,4,2,4,10,10,1957-02-15
송진호,95853,1982,삼성  ,6.00,1,0,0,0,0,0,0,-,14,3,3,0,1,1,2,2,2,1957-08-16
송진호,95853,1983,삼성  ,7.40,10,0,0,0,1,0,0,0.000,117,24 1/3,31,1,15,3,7,23,20,1957-08-16
송진호,95853,1984,삼성  ,5.45,12,0,0,0,1,0,0,0.000,153,33,29,1,27,2,14,24,20,1957-08-16
송진호,95853,1985,삼성  ,5.68,7,0,0,0,1,0,0,0.000,59,12 2/3,20,0,5,1,5,8,8,1957-08-16
송진호,95853,1986,삼성,3.29,6,0,0,0,0,2,0,-,54,13 2/3,11,3,3,1,2,5,5,1957-08-16
장용,95858,1995,쌍방울,18.00,1,0,0,0,0,0,0,-,5,1,2,1,1,0,1,2,2,1977-02-25
김정훈,96113,1996,LG,9.90,5,0,0,0,0,0,0,-,53,10,16,0,8,1,4,11,11,1976-05-05
김도완,96137,1996,LG,4.61,10,0,0,1,4,0,0,0.200,196,41,43,3,29,5,24,33,21,1971-10-27
이경원,96142,1998,OB,81.00,3,0,0,0,0,0,0,-,8,1/3,4,0,3,0,0,3,3,1977-06-23
이경원,96142,2003,KIA,2.25,11,0,0,1,0,0,0,1.000,19,4,6,1,2,0,3,1,1,1977-06-23
이경원,96142,2004,KIA,15.43,16,0,0,0,0,0,2,-,31,4 2/3,10,2,6,1,4,8,8,1977-06-23
이경원,96142,2005,KIA,7.36,8,0,0,0,0,0,0,-,18,3 2/3,5,0,2,0,0,3,3,1977-06-23
이정길,96149,1999,LG,12.66,5,0,0,1,1,0,0,0.500,53,10 2/3,17,1,4,2,2,15,15,1973-03-19
손혁,96138,1996,LG,6.10,3,0,0,1,0,0,0,1.000,49,10 1/3,14,1,6,0,4,7,7,1973-08-01
손혁,96138,1997,LG,4.18,24,0,0,8,5,0,0,0.615,473,112,101,9,49,7,66,58,52,1973-08-01
손혁,96138,1998,LG,3.70,28,0,0,11,8,0,0,0.579,595,143 1/3,136,17,40,10,88,66,59,1973-08-01
손혁,96138,1999,LG,4.29,26,1,0,10,9,0,0,0.526,619,142 2/3,153,18,54,8,75,71,68,1973-08-01
손혁,96138,2001,KIA,1.69,7,0,0,0,0,0,0,-,43,10 2/3,11,1,4,0,2,2,2,1973-08-01
손혁,96138,2002,KIA,3.72,5,0,0,2,1,0,0,0.667,85,19 1/3,19,4,7,1,11,11,8,1973-08-01
손혁,96138,2003,두산,3.65,12,0,0,4,6,0,0,0.400,253,61 2/3,60,9,9,5,27,29,25,1973-08-01
손혁,96138,2004,두산,10.13,2,0,0,0,2,0,0,0.000,35,8,11,2,2,1,3,9,9,1973-08-01
김기진,96174,1996,LG,7.71,4,0,0,0,0,0,0,-,35,7,8,0,5,2,2,6,6,1977-07-04
박명환,96251,1996,OB,3.84,28,5,3,7,12,0,0,0.368,781,185 1/3,149,18,78,9,139,86,79,1977-06-07
박명환,96251,1997,OB,3.96,26,2,0,8,12,0,0,0.400,665,154 2/3,138,8,75,7,126,74,68,1977-06-07
박명환,96251,1998,OB,3.22,31,5,1,14,11,0,0,0.560,809,187,159,8,112,8,181,75,67,1977-06-07
박명환,96251,1999,두산,4.96,7,0,0,1,1,1,0,0.500,75,16 1/3,13,0,12,1,20,9,9,1977-06-07
박명환,96251,2000,두산,3.09,6,0,0,1,0,0,1,1.000,47,11 2/3,6,3,7,0,19,4,4,1977-06-07
박명환,96251,2001,두산,4.29,38,0,0,8,5,7,3,0.615,334,77 2/3,76,6,31,3,77,41,37,1977-06-07
박명환,96251,2002,두산,3.44,30,0,0,14,10,0,0,0.583,782,185 2/3,173,12,68,7,169,78,71,1977-06-07
박명환,96251,2003,두산,5.19,19,0,0,5,10,0,0,0.333,452,100 2/3,113,13,46,3,76,65,58,1977-06-07
박명환,96251,2004,두산,2.50,26,0,0,12,3,0,0,0.800,651,158 2/3,130,4,52,7,162,50,44,1977-06-07
박명환,96251,2005,두산,2.96,20,0,0,11,3,0,0,0.786,473,112 1/3,81,4,58,6,113,40,37,1977-06-07
박명환,96251,2006,두산,3.46,28,1,0,7,7,1,4,0.500,502,122 1/3,90,6,48,2,132,52,47,1977-06-07
박명환,96251,2007,LG,3.19,27,0,0,10,6,0,0,0.625,659,155 1/3,133,11,72,4,117,59,55,1977-06-07
박명환,96251,2008,LG,8.61,5,0,0,0,3,0,0,0.000,118,23,32,1,19,2,16,22,22,1977-06-07
박명환,96251,2009,LG,6.19,4,0,0,0,1,0,0,0.000,70,16,14,2,9,0,6,12,11,1977-06-07
박명환,96251,2010,LG,6.63,15,0,0,4,6,0,0,0.400,350,76,94,17,31,3,46,62,56,1977-06-07
