이름,id,연도,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도루실패,볼넷,사구,삼진,병살타,장타율,출루율,실책,생년월일
유필선,96513,2001,두산,0.167,8,7,6,2,1,0,0,0,1,0,0,0,1,0,3,0,0.167,0.286,1,1970-09-06
차명주,96570,2002,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1973-09-22
차명주,96570,2004,한화,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1973-09-22
차명주,96570,2006,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1973-09-22
배정훈,96542,1996,롯데,0.294,12,17,17,2,5,0,0,0,5,0,0,1,0,0,6,2,0.000,0.000,0,1973-12-20
배정훈,96542,1997,롯데,0.176,59,114,108,8,19,2,0,2,27,7,0,0,5,0,23,2,0.000,0.000,2,1973-12-20
배정훈,96542,1998,롯데,0.270,22,40,37,1,10,3,0,0,13,3,1,0,2,0,9,1,0.000,0.000,1,1973-12-20
정학수,96546,1996,롯데,0.000,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1977-12-01
장성호,96610,1996,해태,0.206,71,211,189,16,39,9,0,2,54,11,0,1,21,0,35,3,0.000,0.000,5,1977-10-18
장성호,96610,1997,해태,0.268,103,334,314,36,84,14,1,4,112,35,2,2,13,4,46,7,0.000,0.000,4,1977-10-18
장성호,96610,1998,해태,0.312,125,529,465,76,145,23,1,15,215,49,5,0,44,9,53,12,0.000,0.000,8,1977-10-18
장성호,96610,1999,해태,0.342,129,559,485,110,166,32,1,24,272,62,5,3,61,8,71,9,0.000,0.000,4,1977-10-18
장성호,96610,2000,해태,0.324,115,546,450,90,146,30,1,14,220,48,6,5,88,3,57,7,0.000,0.000,3,1977-10-18
장성호,96610,2001,KIA,0.311,133,591,489,86,152,32,4,23,261,97,6,4,90,6,53,11,0.534,0.422,13,1977-10-18
장성호,96610,2002,KIA,0.343,133,586,481,82,165,29,0,19,251,95,7,3,86,9,53,15,0.522,0.445,7,1977-10-18
장성호,96610,2003,KIA,0.315,130,571,476,93,150,36,2,21,253,105,13,4,84,3,52,7,0.532,0.417,4,1977-10-18
장성호,96610,2004,KIA,0.300,130,561,474,78,142,29,0,19,228,80,11,7,76,7,61,11,0.481,0.401,4,1977-10-18
장성호,96610,2005,KIA,0.300,123,533,464,70,139,23,1,16,212,74,4,1,61,3,48,12,0.457,0.382,4,1977-10-18
장성호,96610,2006,KIA,0.306,126,540,445,62,136,24,2,13,203,79,6,3,83,3,38,5,0.456,0.413,8,1977-10-18
장성호,96610,2007,KIA,0.281,116,464,395,55,111,22,0,11,166,62,9,4,63,3,30,10,0.420,0.381,4,1977-10-18
장성호,96610,2008,KIA,0.304,85,352,293,39,89,17,1,7,129,46,15,5,53,3,25,11,0.440,0.412,4,1977-10-18
장성호,96610,2009,KIA,0.284,88,312,271,39,77,11,3,7,115,39,7,5,40,1,42,8,0.424,0.378,2,1977-10-18
장성호,96610,2010,한화,0.245,74,279,237,34,58,8,0,4,78,29,0,2,35,2,35,9,0.329,0.344,5,1977-10-18
장성호,96610,2011,한화,0.244,116,478,390,53,95,13,0,8,132,37,0,6,81,4,66,9,0.338,0.379,2,1977-10-18
장성호,96610,2012,한화,0.263,130,501,429,57,113,28,0,9,168,52,2,3,67,2,63,11,0.392,0.364,3,1977-10-18
장성호,96610,2013,롯데,0.266,83,278,241,21,64,10,1,4,88,27,0,1,35,2,36,5,0.365,0.363,1,1977-10-18
장성호,96610,2014,롯데,0.000,5,5,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0.000,0.600,0,1977-10-18
장성호,96610,2015,KT,0.309,49,114,94,11,29,4,0,1,36,16,1,0,17,2,15,3,0.383,0.421,0,1977-10-18
김종국,96616,1996,해태,0.215,126,481,428,52,92,21,2,11,150,51,22,4,37,6,104,5,0.000,0.000,17,1973-09-14
김종국,96616,1997,해태,0.210,126,433,371,52,78,15,0,9,120,35,13,4,37,2,74,8,0.000,0.000,8,1973-09-14
김종국,96616,1998,해태,0.232,42,139,125,15,29,2,1,2,39,11,8,2,7,4,21,5,0.000,0.000,8,1973-09-14
김종국,96616,1999,해태,0.333,2,5,3,2,1,0,0,1,4,2,0,0,2,0,1,0,0.000,0.000,0,1973-09-14
김종국,96616,2000,해태,0.259,86,258,228,26,59,11,1,2,78,31,15,4,21,3,42,4,0.000,0.000,6,1973-09-14
김종국,96616,2001,KIA,0.285,101,416,361,63,103,15,3,4,136,25,21,12,40,5,56,5,0.377,0.362,7,1973-09-14
김종국,96616,2002,KIA,0.287,133,595,527,95,151,26,3,8,207,53,50,9,61,3,116,5,0.393,0.363,9,1973-09-14
김종국,96616,2003,KIA,0.250,125,539,464,67,116,23,1,6,159,46,31,11,53,4,67,3,0.343,0.330,7,1973-09-14
김종국,96616,2004,KIA,0.265,133,562,491,66,130,20,1,10,182,46,39,8,46,5,81,10,0.371,0.333,10,1973-09-14
김종국,96616,2005,KIA,0.235,117,429,374,39,88,15,3,4,121,40,11,5,37,3,68,7,0.324,0.305,15,1973-09-14
김종국,96616,2006,KIA,0.226,111,369,323,35,73,17,1,1,95,26,16,5,25,3,59,6,0.294,0.286,7,1973-09-14
김종국,96616,2007,KIA,0.240,93,342,288,47,69,13,0,6,100,28,13,3,40,6,39,13,0.347,0.342,10,1973-09-14
김종국,96616,2008,KIA,0.233,113,346,300,33,70,16,3,1,95,26,13,3,33,2,57,5,0.317,0.313,4,1973-09-14
김종국,96616,2009,KIA,0.250,51,123,108,12,27,4,0,1,34,9,2,0,10,0,12,1,0.315,0.308,4,1973-09-14
권오성,96635,1996,해태,0.000,7,5,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0.000,0.000,0,1970-10-26
권오성,96635,1997,해태,0.228,47,93,79,7,18,2,0,0,20,11,0,0,6,4,23,0,0.000,0.000,2,1970-10-26
권오성,96635,1998,해태,0.186,28,50,43,1,8,2,0,1,13,3,0,0,4,1,8,2,0.000,0.000,0,1970-10-26
권오성,96635,1999,해태,0.148,37,60,54,5,8,1,0,1,12,5,0,0,4,2,18,2,0.000,0.000,1,1970-10-26
황성기,96624,1996,해태,0.000,5,8,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0.000,0,1977-06-09
황성기,96624,1998,해태,0.167,24,24,24,1,4,0,0,0,4,2,0,0,0,0,5,0,0.000,0.000,1,1977-06-09
황성기,96624,1999,해태,0.500,4,4,4,0,2,0,0,0,2,1,0,0,0,0,1,0,0.000,0.000,0,1977-06-09
황성기,96624,2001,KIA,0.225,34,43,40,6,9,1,0,2,16,4,0,0,2,1,10,2,0.400,0.279,1,1977-06-09
황성기,96624,2002,KIA,0.333,2,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0.333,0.333,0,1977-06-09
지승준,96653,1998,해태,0.256,44,46,43,5,11,0,0,0,11,4,1,0,3,0,5,2,0.000,0.000,1,1977-06-07
지승준,96653,1999,해태,0.182,16,12,11,3,2,0,0,0,2,0,0,0,1,0,3,0,0.000,0.000,0,1977-06-07
김종윤,96673,1982,해태  ,0.244,69,194,168,19,41,8,2,1,56,15,11,4,19,3,37,2,0.000,0.000,0,1957-06-19
김종윤,96673,1983,해태  ,0.254,76,196,169,23,43,8,2,2,61,17,3,7,20,2,28,1,0.000,0.000,3,1957-06-19
김종윤,96673,1984,해태  ,0.200,38,113,105,11,21,5,2,1,33,8,0,3,4,1,24,8,0.000,0.000,0,1957-06-19
김종윤,96673,1985,해태,0.169,36,71,65,4,11,0,1,1,16,7,0,0,5,1,12,0,0.000,0.000,0,1957-06-19
김종윤,96673,1986,빙그레,0.221,46,81,68,14,15,2,1,0,19,1,3,3,10,0,16,0,0.000,0.000,0,1957-06-19
이동욱,96654,1997,해태,0.000,2,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0.000,0.000,0,1977-08-01
우승진,96666,1996,해태,0.000,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1973-08-10
조효상,96704,1996,한화,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1974-01-26
조효상,96704,1997,한화,0.417,5,13,12,4,5,0,1,0,7,2,0,0,0,1,4,0,0.000,0.000,0,1974-01-26
조효상,96704,1998,한화,0.267,46,32,30,6,8,2,0,0,10,1,0,0,1,1,12,0,0.000,0.000,0,1974-01-26
조효상,96704,1999,한화,0.111,19,9,9,1,1,0,0,0,1,0,0,1,0,0,7,0,0.000,0.000,0,1974-01-26
조효상,96704,2000,한화,0.182,16,13,11,0,2,0,0,0,2,0,0,0,1,0,6,0,0.000,0.000,0,1974-01-26
조효상,96704,2001,한화,0.000,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.000,0.000,0,1974-01-26
조효상,96704,2002,한화,0.238,24,21,21,2,5,3,1,0,10,2,0,0,0,0,6,1,0.476,0.238,0,1974-01-26
조효상,96704,2003,롯데,0.178,36,80,73,11,13,9,0,1,25,8,2,1,4,2,23,0,0.342,0.241,2,1974-01-26
조효상,96704,2004,롯데,0.000,10,8,7,0,0,0,0,0,0,2,0,0,1,0,2,0,0.000,0.125,0,1974-01-26
조효상,96704,2005,롯데,0.179,38,44,39,6,7,2,0,0,9,2,0,0,3,1,12,0,0.231,0.256,0,1974-01-26
오중석,96706,1996,한화,0.200,4,6,5,0,1,0,0,0,1,1,0,0,0,0,2,0,0.000,0.000,0,1973-08-05
오중석,96706,1997,한화,0.250,8,4,4,2,1,0,0,0,1,0,1,1,0,0,1,0,0.000,0.000,0,1973-08-05
이영우,96734,1996,한화,0.269,114,417,353,59,95,21,3,8,146,39,12,9,49,2,63,9,0.000,0.000,2,1973-11-27
이영우,96734,1997,한화,0.202,31,117,109,12,22,6,0,3,37,12,2,3,6,0,20,7,0.000,0.000,0,1973-11-27
이영우,96734,1998,한화,0.273,97,342,297,34,81,19,1,9,129,31,6,9,38,0,50,9,0.000,0.000,0,1973-11-27
이영우,96734,1999,한화,0.334,128,482,425,83,142,33,4,13,222,49,16,7,40,9,69,6,0.000,0.000,3,1973-11-27
이영우,96734,2000,한화,0.318,128,542,478,91,152,36,5,25,273,64,7,12,52,8,91,5,0.000,0.000,3,1973-11-27
이영우,96734,2001,한화,0.286,126,448,381,72,109,25,3,15,185,65,10,3,62,0,70,8,0.486,0.385,1,1973-11-27
이영우,96734,2002,한화,0.315,133,564,476,96,150,26,1,24,250,52,13,12,73,8,103,14,0.525,0.415,1,1973-11-27
이영우,96734,2003,한화,0.297,133,590,498,90,148,28,4,16,232,71,18,9,78,8,71,7,0.466,0.399,2,1973-11-27
이영우,96734,2004,한화,0.319,131,572,483,94,154,31,3,13,230,60,20,12,73,8,66,13,0.476,0.415,7,1973-11-27
이영우,96734,2007,한화,0.238,97,337,294,31,70,14,4,0,92,28,4,2,37,0,36,10,0.313,0.320,0,1973-11-27
이영우,96734,2008,한화,0.288,89,305,271,41,78,21,2,2,109,27,2,1,26,1,40,9,0.402,0.347,0,1973-11-27
이영우,96734,2009,한화,0.277,93,293,260,32,72,12,3,7,111,35,2,1,28,0,42,12,0.427,0.345,0,1973-11-27
이영우,96734,2010,한화,0.095,12,21,21,0,2,0,0,0,2,0,0,1,0,0,2,0,0.095,0.095,0,1973-11-27
이상열,96720,2001,현대,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-04-20
이상열,96720,2003,현대,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-04-20
이상열,96720,2004,현대,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-04-20
이상열,96720,2007,현대,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-04-20
이상열,96720,2010,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-04-20
이상열,96720,2012,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-04-20
이상열,96720,2013,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-04-20
김대헌,96725,1996,한화,0.125,9,8,8,1,1,0,0,0,1,0,2,0,0,0,3,0,0.000,0.000,0,1972-06-30
김대헌,96725,1997,한화,0.313,10,16,16,1,5,0,1,0,7,1,0,1,0,0,3,0,0.000,0.000,0,1972-06-30
심광호,96722,1997,한화,0.000,9,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0,1977-08-01
심광호,96722,1998,한화,0.000,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1977-08-01
심광호,96722,1999,한화,0.150,24,22,20,3,3,1,0,2,10,7,0,0,1,1,6,1,0.000,0.000,0,1977-08-01
심광호,96722,2000,한화,0.224,55,100,85,8,19,1,0,3,29,7,1,0,11,1,31,3,0.000,0.000,1,1977-08-01
심광호,96722,2003,한화,0.210,41,73,62,4,13,6,0,2,25,4,0,0,7,3,18,0,0.403,0.319,2,1977-08-01
심광호,96722,2004,한화,0.256,52,103,90,9,23,5,1,3,39,11,0,1,6,3,23,1,0.433,0.320,4,1977-08-01
심광호,96722,2005,한화,0.265,63,108,102,15,27,3,0,7,51,22,1,0,1,3,27,2,0.500,0.290,6,1977-08-01
심광호,96722,2006,한화,0.234,80,154,137,11,32,4,0,5,51,15,2,0,9,3,43,5,0.372,0.293,3,1977-08-01
심광호,96722,2007,한화,0.197,76,151,132,14,26,4,1,3,41,14,3,1,7,6,24,5,0.311,0.269,3,1977-08-01
심광호,96722,2008,삼성,0.197,40,81,71,5,14,0,0,2,20,8,0,0,4,3,24,2,0.282,0.266,1,1977-08-01
심광호,96722,2009,삼성,0.000,2,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000,0.000,0,1977-08-01
심광호,96722,2011,LG,0.114,25,39,35,1,4,1,0,0,5,1,0,0,1,2,15,1,0.143,0.184,2,1977-08-01
심광호,96722,2012,LG,0.205,43,82,73,4,15,3,0,0,18,6,1,1,3,1,19,1,0.247,0.244,1,1977-08-01
엄종수,96742,1996,한화,0.071,19,15,14,0,1,0,0,0,1,0,0,0,0,1,2,0,0.000,0.000,0,1973-07-09
홍원기,96723,1996,한화,0.262,123,450,382,46,100,20,0,9,147,47,5,4,42,11,75,12,0.000,0.000,18,1973-06-05
홍원기,96723,1997,한화,0.265,90,281,253,21,67,13,1,4,94,30,1,1,18,2,47,3,0.000,0.000,4,1973-06-05
홍원기,96723,1998,한화,0.222,28,76,63,6,14,2,0,2,22,9,1,0,5,2,12,1,0.000,0.000,3,1973-06-05
홍원기,96723,1999,두산,0.161,98,133,118,14,19,6,0,4,37,13,0,0,11,2,30,5,0.000,0.000,6,1973-06-05
홍원기,96723,2000,두산,0.271,113,258,221,31,60,8,2,5,87,30,2,2,25,6,54,4,0.000,0.000,15,1973-06-05
홍원기,96723,2001,두산,0.264,84,284,242,34,64,13,1,6,97,42,1,0,29,5,39,4,0.401,0.353,14,1973-06-05
홍원기,96723,2002,두산,0.171,109,191,170,17,29,6,0,1,38,11,1,0,15,2,36,5,0.224,0.242,10,1973-06-05
홍원기,96723,2003,두산,0.273,124,453,384,43,105,13,1,8,144,42,0,3,54,3,65,7,0.375,0.365,13,1973-06-05
홍원기,96723,2004,두산,0.213,101,190,160,16,34,5,0,2,45,18,0,0,19,3,37,7,0.281,0.303,4,1973-06-05
홍원기,96723,2005,두산,0.230,92,162,139,17,32,6,1,3,49,22,0,0,13,5,32,1,0.353,0.316,3,1973-06-05
홍원기,96723,2006,현대,0.270,56,173,148,16,40,6,0,4,58,20,0,2,14,1,29,5,0.392,0.335,2,1973-06-05
홍원기,96723,2007,현대,0.071,25,32,28,0,2,0,0,0,2,0,0,0,3,0,12,1,0.071,0.161,1,1973-06-05
송지만,96761,1996,한화,0.287,122,460,394,58,113,30,4,18,205,53,10,16,43,9,81,5,0.000,0.000,8,1973-03-02
송지만,96761,1997,한화,0.266,117,474,414,46,110,26,1,14,180,45,12,10,35,7,91,8,0.000,0.000,3,1973-03-02
송지만,96761,1998,한화,0.269,126,508,432,66,116,20,0,16,184,49,25,8,45,19,99,6,0.000,0.000,5,1973-03-02
송지만,96761,1999,한화,0.311,132,515,476,76,148,24,11,22,260,74,20,18,28,4,88,7,0.000,0.000,4,1973-03-02
송지만,96761,2000,한화,0.338,120,530,468,93,158,33,2,32,291,90,20,7,52,7,72,10,0.000,0.000,5,1973-03-02
송지만,96761,2001,한화,0.285,108,391,344,55,98,19,0,22,183,69,5,6,36,4,69,9,0.532,0.357,1,1973-03-02
송지만,96761,2002,한화,0.291,131,557,488,84,142,18,2,38,278,104,8,3,58,9,136,14,0.570,0.375,6,1973-03-02
송지만,96761,2003,한화,0.253,74,317,273,41,69,16,3,9,118,34,8,6,34,8,60,3,0.432,0.351,2,1973-03-02
송지만,96761,2004,현대,0.265,132,567,486,80,129,21,0,22,216,74,6,7,63,9,127,16,0.444,0.360,2,1973-03-02
송지만,96761,2005,현대,0.271,123,510,436,70,118,22,0,24,212,74,3,3,43,24,101,9,0.486,0.366,3,1973-03-02
송지만,96761,2006,현대,0.270,119,510,441,76,119,16,0,16,183,53,8,3,43,13,69,10,0.415,0.351,3,1973-03-02
송지만,96761,2007,현대,0.281,120,478,413,54,116,25,0,15,186,64,10,4,44,6,68,12,0.450,0.355,2,1973-03-02
송지만,96761,2008,우리,0.280,118,451,414,48,116,18,0,13,173,62,4,5,28,5,82,11,0.418,0.330,3,1973-03-02
송지만,96761,2009,히어로즈,0.289,115,439,374,69,108,15,3,22,195,67,10,3,52,8,122,10,0.521,0.384,5,1973-03-02
송지만,96761,2010,넥센,0.291,127,432,375,52,109,15,1,17,177,63,5,2,41,8,85,5,0.472,0.367,3,1973-03-02
송지만,96761,2011,넥센,0.266,106,350,301,43,80,8,1,9,117,43,9,1,38,3,78,5,0.389,0.351,1,1973-03-02
송지만,96761,2012,넥센,0.175,14,46,40,2,7,0,0,0,7,4,2,0,4,1,9,3,0.175,0.261,0,1973-03-02
송지만,96761,2013,넥센,0.275,34,56,51,6,14,1,0,2,21,8,0,0,4,1,14,1,0.412,0.339,0,1973-03-02
석수철,96806,1996,쌍방울,0.266,114,337,289,32,77,16,1,3,104,32,4,2,17,8,45,7,0.000,0.000,12,1973-04-25
김선섭,96804,1996,쌍방울,0.222,25,19,18,4,4,0,0,0,4,1,0,3,1,0,3,1,0.000,0.000,1,1973-01-16
김선섭,96804,1997,쌍방울,0.118,24,20,17,3,2,0,0,0,2,0,1,0,1,0,8,1,0.000,0.000,1,1973-01-16
김선섭,96804,2000,SK,0.050,35,22,20,6,1,1,0,0,2,1,0,1,1,1,8,1,0.000,0.000,2,1973-01-16
임수민,96766,1996,한화,0.216,115,374,324,33,70,23,2,4,109,45,2,4,31,5,79,9,0.000,0.000,7,1973-05-31
임수민,96766,1997,한화,0.218,98,224,202,12,44,5,0,3,58,21,0,2,11,0,42,8,0.000,0.000,4,1973-05-31
임수민,96766,1998,한화,0.209,49,77,67,8,14,2,0,3,25,5,0,0,6,2,15,2,0.000,0.000,2,1973-05-31
임수민,96766,1999,한화,0.274,107,399,339,64,93,16,0,16,157,57,2,1,47,3,67,8,0.000,0.000,7,1973-05-31
임수민,96766,2002,한화,0.227,127,427,366,55,83,16,1,10,131,35,3,6,40,7,78,10,0.358,0.313,6,1973-05-31
임수민,96766,2003,한화,0.275,106,301,265,28,73,17,0,6,108,41,2,3,25,1,47,4,0.408,0.338,6,1973-05-31
임수민,96766,2004,한화,0.245,111,364,326,26,80,20,1,9,129,29,1,2,18,1,54,8,0.396,0.287,4,1973-05-31
임수민,96766,2005,한화,0.234,64,121,111,10,26,6,0,3,41,25,1,0,6,0,24,5,0.369,0.264,3,1973-05-31
임수민,96766,2006,한화,0.154,13,15,13,0,2,0,0,0,2,0,0,0,2,0,3,0,0.154,0.267,0,1973-05-31
김수연,96777,1996,한화,0.200,31,23,20,6,4,1,0,0,5,0,1,1,1,0,8,0,0.000,0.000,1,1977-05-28
김수연,96777,2000,한화,0.273,52,45,44,10,12,0,0,0,12,3,4,3,1,0,13,0,0.000,0.000,1,1977-05-28
김수연,96777,2001,한화,0.291,129,446,392,65,114,10,3,0,130,20,42,16,47,2,67,3,0.332,0.369,7,1977-05-28
김수연,96777,2002,한화,0.201,126,217,199,31,40,6,0,1,49,6,21,9,9,2,40,1,0.246,0.243,1,1977-05-28
김수연,96777,2003,한화,0.253,128,355,312,50,79,11,5,0,100,14,26,5,34,2,57,1,0.321,0.330,3,1977-05-28
김수연,96777,2004,한화,0.247,115,197,170,32,42,1,0,1,46,8,17,11,11,0,26,3,0.271,0.286,1,1977-05-28
김수연,96777,2005,한화,0.253,111,299,273,41,69,10,2,0,83,14,9,3,20,1,46,3,0.304,0.305,2,1977-05-28
김수연,96777,2006,한화,0.208,109,115,106,15,22,1,0,0,23,5,5,2,7,0,18,2,0.217,0.257,1,1977-05-28
김수연,96777,2007,한화,0.182,31,52,44,3,8,1,0,0,9,1,1,1,5,0,9,0,0.205,0.265,1,1977-05-28
김수연,96777,2008,한화,0.167,9,20,18,1,3,0,0,0,3,0,1,0,2,0,5,0,0.167,0.250,0,1977-05-28
권오영,96750,1996,한화,0.180,35,64,61,5,11,1,0,1,15,8,0,0,1,1,16,1,0.000,0.000,1,1970-08-15
권오영,96750,1999,한화,0.200,6,5,5,1,1,1,0,0,2,1,0,0,0,0,3,0,0.000,0.000,0,1970-08-15
손상득,96786,1982,삼성  ,0.238,53,155,143,21,34,3,2,2,47,16,8,2,7,1,21,1,0.000,0.000,4,1956-04-03
손상득,96786,1983,삼성  ,0.263,22,21,19,4,5,0,1,0,7,3,1,0,1,0,3,0,0.000,0.000,0,1956-04-03
손상득,96786,1986,삼성,0.230,59,98,87,9,20,1,1,0,23,6,3,2,9,0,16,1,0.000,0.000,1,1956-04-03
손상득,96786,1987,삼성,0.295,37,65,61,4,18,2,0,0,20,6,0,1,1,0,5,2,0.000,0.000,2,1956-04-03
손상득,96786,1988,삼성,0.169,65,77,71,13,12,0,0,0,12,4,2,0,2,0,12,3,0.000,0.000,2,1956-04-03
정원배,96822,1998,쌍방울,0.125,10,8,8,0,1,0,0,0,1,0,0,0,0,0,4,0,0.000,0.000,0,1973-08-01
정원배,96822,1999,쌍방울,0.254,33,66,63,7,16,3,0,1,22,7,1,0,3,0,12,0,0.000,0.000,2,1973-08-01
정원배,96822,2000,SK,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0,1973-08-01
박경호,96852,1996,쌍방울,0.000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,2,1973-07-19
박경호,96852,1997,쌍방울,0.600,1,5,5,2,3,0,0,1,6,4,0,0,0,0,0,0,0.000,0.000,0,1973-07-19
박경호,96852,1998,쌍방울,0.207,32,34,29,1,6,0,0,0,6,1,6,1,3,0,9,0,0.000,0.000,1,1973-07-19
박경호,96852,1999,쌍방울,0.254,69,162,142,15,36,4,0,2,46,13,12,1,12,3,39,2,0.000,0.000,7,1973-07-19
김현민,96825,1996,쌍방울,0.245,42,111,102,10,25,7,0,2,38,19,0,1,4,3,22,0,0.000,0.000,2,1973-09-15
김현민,96825,1997,쌍방울,0.232,47,74,69,6,16,3,1,1,24,7,1,0,3,1,18,0,0.000,0.000,1,1973-09-15
김현민,96825,1998,롯데,0.244,53,99,90,12,22,5,0,3,36,8,1,0,4,0,20,4,0.000,0.000,0,1973-09-15
김현민,96825,1999,롯데,0.218,42,59,55,5,12,3,0,0,15,4,0,1,2,0,12,0,0.000,0.000,0,1973-09-15
김현민,96825,2001,LG,0.111,10,11,9,1,1,0,0,0,1,0,1,0,1,1,2,0,0.111,0.273,0,1973-09-15
김현민,96825,2002,LG,0.167,16,18,18,1,3,1,0,1,7,3,0,0,0,0,7,1,0.389,0.167,0,1973-09-15
이봉우,96856,1996,쌍방울,0.179,35,29,28,3,5,1,0,0,6,2,1,1,0,0,9,2,0.000,0.000,2,1977-07-30
이봉우,96856,1997,쌍방울,0.145,89,80,76,10,11,3,0,2,20,4,5,0,1,0,13,1,0.000,0.000,2,1977-07-30
이봉우,96856,1998,쌍방울,0.194,34,39,36,5,7,1,1,0,10,2,1,2,2,0,8,0,0.000,0.000,3,1977-07-30
임종수,96855,1997,쌍방울,0.333,1,3,3,1,1,1,0,0,2,0,0,0,0,0,0,0,0.000,0.000,0,1973-12-02
진정민,96860,1996,쌍방울,0.000,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0,1977-05-18
장문석,97126,2003,LG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1974-12-15
장문석,97126,2004,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1974-12-15
장문석,97126,2005,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1974-12-15
장문석,97126,2006,KIA,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1974-12-15
김민기,97111,2005,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-05-19
김민기,97111,2007,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-05-19
김민기,97111,2008,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-05-19
김민기,97111,2009,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1977-05-19
이준용,97150,1998,LG,0.226,25,36,31,5,7,0,0,0,7,1,1,0,4,1,8,2,0.000,0.000,0,1974-08-02
손지환,97103,1997,LG,0.318,23,23,22,2,7,2,0,0,9,3,0,0,1,0,5,2,0.000,0.000,3,1978-11-13
손지환,97103,1998,LG,0.233,48,70,60,13,14,1,1,0,17,4,0,0,3,4,12,0,0.000,0.000,3,1978-11-13
손지환,97103,1999,LG,0.114,20,36,35,1,4,0,0,0,4,1,0,0,0,0,8,0,0.000,0.000,5,1978-11-13
손지환,97103,2000,LG,0.238,54,70,63,12,15,4,0,0,19,5,2,1,4,1,4,3,0.000,0.000,2,1978-11-13
손지환,97103,2001,LG,0.250,96,211,188,25,47,8,1,5,72,22,2,4,12,1,29,3,0.383,0.297,6,1978-11-13
손지환,97103,2002,LG,0.214,111,330,290,25,62,9,0,5,86,24,5,2,14,10,51,8,0.297,0.272,9,1978-11-13
손지환,97103,2003,LG,0.189,61,86,74,11,14,1,0,0,15,4,0,2,6,2,10,1,0.203,0.265,2,1978-11-13
손지환,97103,2004,KIA,0.271,114,333,303,40,82,15,1,13,138,42,3,3,13,6,26,5,0.455,0.311,8,1978-11-13
손지환,97103,2005,KIA,0.278,107,357,316,37,88,13,0,11,134,44,1,2,24,9,29,6,0.424,0.344,15,1978-11-13
손지환,97103,2006,KIA,0.264,96,293,273,24,72,12,0,4,96,21,1,1,8,8,25,5,0.352,0.303,9,1978-11-13
손지환,97103,2007,KIA,0.217,102,307,267,26,58,9,1,6,87,33,1,1,21,6,31,12,0.326,0.283,3,1978-11-13
손지환,97103,2008,삼성,0.179,45,84,78,7,14,4,0,2,24,11,0,1,3,2,7,1,0.308,0.226,2,1978-11-13
손지환,97103,2009,SK,0.188,6,17,16,1,3,1,0,0,4,0,1,0,1,0,4,1,0.250,0.235,0,1978-11-13
손지환,97103,2010,한화,0.220,25,65,59,6,13,3,0,1,19,3,0,2,2,3,5,1,0.322,0.281,2,1978-11-13
전승남,97140,1998,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1974-11-26
