name,id,birthday,연도,팀,나이,P,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR*,WPA
박충식,93417,1970-09-03,2002,KIA,32,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,
양준혁,93410,1969-05-26,1993,삼성,24,1B,106,456,381,82,130,27,1,23,228,90,4,9,61,8,6,40,7,0,6,0.341,0.436,0.598,1.035,0.468,212.0,6.85,
양준혁,93410,1969-05-26,1994,삼성,25,DH,123,496,427,62,128,21,1,19,208,87,15,4,63,0,7,42,7,1,5,0.3,0.386,0.487,0.873,0.393,151.0,4.22,
양준혁,93410,1969-05-26,1995,삼성,26,LF,125,527,438,81,137,34,1,20,233,84,8,2,77,6,8,50,7,0,6,0.313,0.418,0.532,0.949,0.422,174.5,6.68,
양준혁,93410,1969-05-26,1996,삼성,27,RF,126,530,436,89,151,33,2,28,272,87,23,18,82,6,8,76,4,0,5,0.346,0.452,0.624,1.076,0.474,207.0,8.56,
양준혁,93410,1969-05-26,1997,삼성,28,RF,126,561,442,94,145,32,5,30,277,98,25,17,103,7,27,75,7,0,8,0.328,0.455,0.627,1.082,0.457,189.3,8.17,
양준혁,93410,1969-05-26,1998,삼성,29,DH,126,552,456,80,156,30,1,27,269,89,15,14,87,5,26,69,14,0,3,0.342,0.45,0.59,1.04,0.442,181.7,6.2,
양준혁,93410,1969-05-26,1999,해태,30,DH,131,588,496,96,160,23,1,32,281,105,21,12,82,5,7,68,14,1,4,0.323,0.421,0.567,0.987,0.422,150.2,4.71,
양준혁,93410,1969-05-26,2000,LG,31,DH,117,514,432,79,135,30,2,15,214,92,15,4,73,5,4,65,6,0,3,0.313,0.415,0.495,0.911,0.404,144.0,4.03,
양준혁,93410,1969-05-26,2001,LG,32,DH,124,531,439,79,156,20,3,14,224,92,12,5,80,1,4,55,9,2,8,0.355,0.449,0.51,0.959,0.431,155.7,4.79,
양준혁,93410,1969-05-26,2002,삼성,33,RF,132,437,391,60,108,23,2,14,177,50,2,3,39,5,3,56,9,0,1,0.276,0.349,0.453,0.801,0.352,116.4,2.37,
양준혁,93410,1969-05-26,2003,삼성,34,LF,133,551,490,90,161,37,2,33,301,92,2,5,49,6,2,49,13,4,2,0.329,0.395,0.614,1.009,0.435,166.3,6.21,
양준혁,93410,1969-05-26,2004,삼성,35,1B,133,584,479,95,151,30,0,28,265,103,5,2,89,13,8,53,10,1,2,0.315,0.434,0.553,0.987,0.439,167.5,6.37,
양준혁,93410,1969-05-26,2005,삼성,36,DH,124,463,394,61,103,15,1,13,159,50,10,3,62,5,5,44,16,0,2,0.261,0.367,0.404,0.771,0.355,115.0,1.79,
양준혁,93410,1969-05-26,2006,삼성,37,DH,126,533,413,63,125,31,1,13,197,81,12,7,103,9,10,43,11,1,7,0.303,0.446,0.477,0.923,0.421,172.7,5.45,
양준혁,93410,1969-05-26,2007,삼성,38,DH,123,544,442,78,149,34,0,22,249,72,20,8,91,7,15,44,12,1,2,0.337,0.456,0.563,1.019,0.455,187.9,6.72,
양준혁,93410,1969-05-26,2008,삼성,39,DH,114,443,385,49,107,16,2,8,151,49,1,1,46,7,4,37,10,2,2,0.278,0.364,0.392,0.756,0.352,111.9,1.4,
양준혁,93410,1969-05-26,2009,삼성,40,DH,82,322,249,51,82,16,0,11,131,48,3,4,63,4,4,24,7,1,5,0.329,0.464,0.526,0.99,0.438,158.6,2.71,
양준혁,93410,1969-05-26,2010,삼성,41,DH,64,175,142,10,34,6,0,1,43,20,0,1,28,3,2,20,3,0,2,0.239,0.371,0.303,0.674,0.327,90.2,0.02,
강태윤,93424,1965-09-15,1993,삼성,28,,50,101,87,5,22,1,0,1,26,7,0,0,10,0,0,17,2,3,1,0.253,0.327,0.299,0.625,0.294,87.4,0.3,
강태윤,93424,1965-09-15,1994,삼성,29,,35,77,68,3,21,4,0,1,28,8,0,1,7,1,0,10,2,1,0,0.309,0.382,0.412,0.793,0.368,133.4,0.6,
강태윤,93424,1965-09-15,1995,삼성,30,,39,60,53,3,9,0,0,0,9,3,0,1,4,1,0,12,0,1,1,0.17,0.237,0.17,0.407,0.199,22.1,-0.32,
최병국,93443,1972-01-22,1994,삼성,22,,5,7,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.143,0.143,0.143,0.286,0.135,-25.9,-0.07,
이동수,93494,1973-03-24,1994,삼성,21,3B,6,15,14,2,3,0,0,1,6,1,0,0,1,0,0,7,0,0,0,0.214,0.267,0.429,0.695,0.316,98.0,0.08,
이동수,93494,1973-03-24,1995,삼성,22,DH,125,478,420,70,121,17,3,22,210,81,2,0,34,20,5,96,11,3,1,0.288,0.368,0.5,0.868,0.388,151.2,3.88,
이동수,93494,1973-03-24,1996,삼성,23,3B,94,277,241,25,64,13,2,8,105,38,1,2,27,6,1,75,6,1,2,0.266,0.351,0.436,0.787,0.36,129.2,2.36,
이동수,93494,1973-03-24,1997,"삼성,롯데",24,3B,39,104,96,2,15,1,0,1,19,7,0,0,3,4,0,32,6,1,0,0.156,0.214,0.198,0.412,0.198,15.5,-0.55,
이동수,93494,1973-03-24,1997,롯데,24,,19,50,46,1,8,1,0,0,9,3,0,0,1,2,0,19,1,1,0,0.174,0.225,0.196,0.42,0.201,16.7,-0.27,
이동수,93494,1973-03-24,1997,삼성,24,3B,20,54,50,1,7,0,0,1,10,4,0,0,2,2,0,13,5,0,0,0.14,0.204,0.2,0.404,0.196,14.3,-0.29,
이동수,93494,1973-03-24,1998,"롯데,쌍방울",25,3B,82,216,186,21,46,8,0,9,81,30,1,0,24,3,1,63,5,2,1,0.247,0.341,0.435,0.777,0.344,115.0,1.5,
이동수,93494,1973-03-24,1998,쌍방울,25,3B,62,186,160,19,41,6,0,9,74,28,0,0,21,2,1,53,5,2,1,0.256,0.348,0.463,0.81,0.355,123.1,1.43,
이동수,93494,1973-03-24,1998,롯데,25,,20,30,26,2,5,1,0,0,6,2,1,0,3,1,0,10,0,0,0,0.192,0.3,0.231,0.531,0.261,57.7,0.01,
이동수,93494,1973-03-24,1999,쌍방울,26,3B,86,357,291,56,93,19,2,19,173,68,2,0,46,14,3,69,9,2,4,0.32,0.431,0.595,1.026,0.434,159.6,4.56,
이동수,93494,1973-03-24,2000,SK,27,3B,96,274,224,34,58,11,1,14,113,40,1,2,34,10,0,73,5,1,5,0.259,0.374,0.504,0.878,0.383,127.9,2.29,
이동수,93494,1973-03-24,2001,"SK,해태/KIA",28,3B,84,294,241,39,66,11,1,15,124,49,0,1,47,3,0,75,8,0,3,0.274,0.395,0.515,0.909,0.405,136.3,2.76,
이동수,93494,1973-03-24,2001,해태/KIA,28,3B,82,292,239,39,65,11,1,15,123,49,0,1,47,3,0,74,8,0,3,0.272,0.394,0.515,0.909,0.404,136.0,2.73,
이동수,93494,1973-03-24,2001,SK,28,1B,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1.0,0.472,181.5,0.02,
이동수,93494,1973-03-24,2002,KIA,29,1B,28,56,48,3,11,1,0,0,12,8,0,0,2,6,0,16,1,0,0,0.229,0.339,0.25,0.589,0.291,73.7,-0.04,
이동수,93494,1973-03-24,2003,"KIA,두산",30,1B,34,59,52,5,10,1,0,0,11,6,1,0,6,1,1,16,0,0,0,0.192,0.288,0.212,0.5,0.242,31.0,-0.3,
이동수,93494,1973-03-24,2003,두산,30,1B,34,59,52,5,10,1,0,0,11,6,1,0,6,1,1,16,0,0,0,0.192,0.288,0.212,0.5,0.242,31.0,-0.3,
이동수,93494,1973-03-24,2003,KIA,30,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,
정호진,93502,1974-01-05,1993,롯데,19,C,42,97,86,7,19,2,0,0,21,4,1,0,3,0,0,9,5,7,1,0.221,0.244,0.244,0.489,0.217,32.5,-0.08,
정호진,93502,1974-01-05,1994,롯데,20,C,5,7,5,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0.0,0.286,0.0,0.286,0.203,21.0,-0.02,
정호진,93502,1974-01-05,1996,롯데,22,C,3,8,8,1,3,1,0,0,4,1,0,0,0,0,0,0,1,0,0,0.375,0.375,0.5,0.875,0.402,158.2,0.11,
정호진,93502,1974-01-05,1997,롯데,23,C,19,32,26,4,3,1,0,0,4,2,0,0,3,2,0,3,2,1,0,0.115,0.258,0.154,0.412,0.212,24.4,-0.07,
정호진,93502,1974-01-05,1998,롯데,24,C,10,14,12,1,3,1,0,0,4,0,0,0,1,0,0,2,0,1,0,0.25,0.308,0.333,0.641,0.274,67.0,0.04,
조규철,93525,1969-03-15,1993,롯데,24,,10,10,9,2,1,0,0,0,1,0,0,1,1,0,0,2,1,0,0,0.111,0.2,0.111,0.311,0.166,-4.0,-0.11,
조규철,93525,1969-03-15,1994,롯데,25,,31,37,34,3,8,1,0,0,9,5,4,1,1,1,0,12,0,1,0,0.235,0.278,0.265,0.543,0.254,55.7,0.04,
조규철,93525,1969-03-15,1995,롯데,26,2B,95,86,73,16,15,1,1,0,18,5,10,2,8,1,0,20,0,4,0,0.205,0.293,0.247,0.539,0.25,57.0,0.21,
조규철,93525,1969-03-15,1996,롯데,27,,24,16,15,2,3,1,1,0,6,3,0,0,1,0,0,5,0,0,0,0.2,0.25,0.4,0.65,0.292,82.6,0.05,
조규철,93525,1969-03-15,1997,롯데,28,,40,56,54,7,12,0,0,1,15,4,3,1,2,0,0,15,2,0,0,0.222,0.25,0.278,0.528,0.246,47.2,-0.06,
조규철,93525,1969-03-15,1998,롯데,29,,33,26,25,7,5,3,0,0,8,2,1,0,0,0,0,10,0,1,0,0.2,0.2,0.32,0.52,0.22,29.5,-0.07,
조규철,93525,1969-03-15,1999,롯데,30,,15,15,12,4,1,0,1,0,3,1,0,1,0,0,0,6,1,3,0,0.083,0.083,0.25,0.333,0.103,-58.7,-0.26,
송태일,93523,1970-04-05,1993,롯데,23,1B,51,84,80,3,15,4,0,0,19,8,2,0,3,0,0,17,2,1,0,0.188,0.217,0.238,0.454,0.215,31.2,-0.4,
송태일,93523,1970-04-05,1994,쌍방울,24,3B,113,403,371,46,91,19,1,15,157,55,4,2,22,1,1,56,11,7,2,0.245,0.288,0.423,0.711,0.318,99.1,2.09,
송태일,93523,1970-04-05,1995,쌍방울,25,2B,48,93,86,0,15,3,0,0,18,6,1,0,1,1,0,9,1,5,0,0.174,0.193,0.209,0.403,0.179,6.9,-0.53,
송태일,93523,1970-04-05,1996,쌍방울,26,2B,3,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.235,42.7,-0.01,
박기복,93556,1971-01-16,1993,롯데,22,,9,7,6,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0.0,0.143,0.0,0.143,0.1,-50.3,-0.09,
박기복,93556,1971-01-16,1995,롯데,24,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.01,
권재광,93557,1971-04-27,1993,롯데,22,,21,29,27,2,4,1,0,0,5,1,0,0,2,0,0,8,0,0,0,0.148,0.207,0.185,0.392,0.194,16.4,-0.14,
권재광,93557,1971-04-27,1994,롯데,23,,18,32,30,2,3,1,0,0,4,1,0,0,1,0,0,7,1,0,1,0.1,0.125,0.133,0.258,0.123,-33.8,-0.36,
권재광,93557,1971-04-27,1995,롯데,24,,10,21,18,2,3,0,0,1,6,3,1,0,2,1,0,6,0,0,0,0.167,0.286,0.333,0.619,0.292,86.0,0.09,
권재광,93557,1971-04-27,1996,롯데,25,,15,26,25,2,4,0,0,0,4,3,0,0,1,0,0,5,0,0,0,0.16,0.192,0.16,0.352,0.172,0.5,-0.18,
이용석,93601,1970-03-20,1993,해태,23,,63,129,124,6,27,6,0,1,36,10,0,2,4,0,0,27,0,0,1,0.218,0.24,0.29,0.531,0.251,56.1,-0.12,
이종범,93607,1970-08-15,1993,해태,23,SS,126,525,475,85,133,16,4,16,205,53,73,19,32,6,2,35,11,8,4,0.28,0.331,0.432,0.762,0.35,127.4,6.14,
이종범,93607,1970-08-15,1994,해태,24,SS,124,561,499,113,196,27,5,19,290,77,84,15,51,6,14,31,2,1,4,0.393,0.452,0.581,1.033,0.462,198.3,11.77,
이종범,93607,1970-08-15,1995,해태,25,SS,63,272,239,51,78,10,2,16,140,35,32,3,28,2,4,20,5,0,3,0.326,0.397,0.586,0.983,0.432,181.9,5.03,
이종범,93607,1970-08-15,1996,해태,26,SS,113,525,449,94,149,28,1,25,254,76,57,12,67,7,15,39,4,0,2,0.332,0.425,0.566,0.991,0.44,184.6,9.52,
이종범,93607,1970-08-15,1997,해태,27,SS,125,577,484,112,157,28,3,30,281,74,64,15,87,3,30,49,9,0,3,0.324,0.428,0.581,1.009,0.431,173.2,9.7,
이종범,93607,1970-08-15,2001,해태/KIA,31,3B,45,214,188,45,64,14,1,11,113,37,7,5,20,1,0,16,5,2,3,0.34,0.401,0.601,1.002,0.433,154.8,2.54,
이종범,93607,1970-08-15,2002,KIA,32,CF,123,546,485,93,142,25,2,18,225,59,35,5,43,13,5,63,7,4,1,0.293,0.365,0.464,0.829,0.363,124.1,5.24,
이종범,93607,1970-08-15,2003,KIA,33,CF,132,595,524,110,165,43,1,20,270,61,50,10,59,7,5,58,8,1,4,0.315,0.389,0.515,0.904,0.399,142.8,7.11,
이종범,93607,1970-08-15,2004,KIA,34,CF,133,577,493,100,128,29,0,17,208,52,42,7,53,17,1,50,9,12,2,0.26,0.35,0.422,0.772,0.349,106.2,4.27,
이종범,93607,1970-08-15,2005,KIA,35,CF,118,495,430,69,134,25,2,6,181,36,28,5,47,11,2,49,8,7,0,0.312,0.393,0.421,0.814,0.374,127.8,4.79,
이종범,93607,1970-08-15,2006,KIA,36,CF,93,379,339,41,82,18,1,1,105,21,10,7,24,5,2,43,3,11,0,0.242,0.302,0.31,0.611,0.282,73.0,0.79,
이종범,93607,1970-08-15,2007,KIA,37,RF,84,282,253,23,44,6,0,1,53,18,3,2,13,2,0,25,6,10,4,0.174,0.217,0.209,0.426,0.199,8.0,-2.04,
이종범,93607,1970-08-15,2008,KIA,38,RF,110,362,317,38,90,19,4,1,120,38,9,3,32,1,0,26,11,9,3,0.284,0.348,0.379,0.727,0.335,99.9,1.45,
이종범,93607,1970-08-15,2009,KIA,39,RF,123,449,385,63,105,21,1,6,146,40,11,1,41,5,1,50,9,12,6,0.273,0.346,0.379,0.725,0.324,82.0,0.86,
이종범,93607,1970-08-15,2010,KIA,40,RF,97,289,265,36,65,16,1,4,95,29,2,2,15,3,0,33,5,6,0,0.245,0.293,0.358,0.652,0.295,68.3,-0.1,
이종범,93607,1970-08-15,2011,KIA,41,RF,97,273,235,27,65,15,1,3,91,24,3,2,22,1,1,35,6,12,3,0.277,0.337,0.387,0.724,0.323,91.7,0.69,
김훈,93612,1970-03-11,1993,해태,23,RF,116,344,305,35,69,15,1,3,95,22,11,8,24,1,0,39,10,8,0,0.226,0.285,0.311,0.596,0.274,72.9,0.13,
김훈,93612,1970-03-11,1995,해태,25,,48,91,84,13,15,3,2,0,22,2,0,1,2,2,0,18,1,3,0,0.179,0.216,0.262,0.478,0.215,32.5,-0.31,
김훈,93612,1970-03-11,1996,"해태,삼성",26,,60,100,93,11,21,3,1,1,29,2,1,2,4,1,0,22,1,2,0,0.226,0.265,0.312,0.577,0.265,64.1,0.03,
김훈,93612,1970-03-11,1996,삼성,26,,57,98,91,11,20,3,1,1,28,2,1,2,4,1,0,21,1,2,0,0.22,0.26,0.308,0.568,0.26,61.2,-0.0,
김훈,93612,1970-03-11,1996,해태,26,,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1.0,0.471,206.2,0.03,
김훈,93612,1970-03-11,1997,삼성,27,,9,13,12,1,3,0,0,0,3,0,0,0,1,0,0,6,0,0,0,0.25,0.308,0.25,0.558,0.27,64.1,0.01,
김훈,93612,1970-03-11,1998,"삼성,쌍방울",28,,6,10,9,1,2,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0.222,0.3,0.222,0.522,0.255,52.8,-0.01,
김훈,93612,1970-03-11,1998,쌍방울,28,,6,10,9,1,2,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0.222,0.3,0.222,0.522,0.255,52.7,-0.01,
김훈,93612,1970-03-11,1998,삼성,28,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,
이대진,93626,1974-06-09,2000,해태,26,P,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-126.5,-0.02,
이대진,93626,1974-06-09,2002,KIA,28,,23,38,36,2,3,1,1,0,6,4,0,0,2,0,0,18,0,0,0,0.083,0.132,0.167,0.298,0.137,-33.4,-0.42,
이민호,93645,1970-08-25,1993,해태,23,3B,8,15,12,1,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0.0,0.143,0.0,0.143,0.094,-56.9,-0.19,
이민호,93645,1970-08-25,1996,해태,26,3B,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.0,0.25,0.0,0.25,0.177,2.9,-0.03,
김지영,93656,1974-04-21,1994,해태,20,C,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-118.7,-0.04,
김지영,93656,1974-04-21,1995,해태,21,C,30,40,38,4,6,1,0,0,7,0,0,0,2,0,0,12,1,0,0,0.158,0.2,0.184,0.384,0.185,12.1,-0.15,
김지영,93656,1974-04-21,1997,해태,23,C,17,43,38,7,15,2,0,1,20,3,0,0,4,0,0,9,0,1,0,0.395,0.452,0.526,0.979,0.435,176.1,0.69,
김지영,93656,1974-04-21,1998,해태,24,C,15,37,35,3,9,1,0,0,10,4,0,0,1,0,0,8,1,1,0,0.257,0.278,0.286,0.564,0.254,52.6,0.04,
김지영,93656,1974-04-21,1999,해태,25,C,36,43,38,5,8,1,0,2,15,6,0,0,4,0,0,12,0,1,0,0.211,0.286,0.395,0.681,0.292,65.7,0.12,
김지영,93656,1974-04-21,2000,해태,26,C,19,23,21,2,4,2,0,0,6,1,0,0,1,0,0,8,1,1,0,0.19,0.227,0.286,0.513,0.223,21.8,-0.06,
김지영,93656,1974-04-21,2002,KIA,28,C,11,23,22,1,3,0,0,0,3,1,0,0,1,0,0,5,1,0,0,0.136,0.174,0.136,0.31,0.15,-23.9,-0.19,
지윤석,93662,1974-04-03,1994,해태,20,C,4,6,6,1,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0.333,0.333,0.333,0.667,0.315,97.2,0.04,
오명종,93670,1974-01-14,1993,해태,19,,5,15,15,1,2,0,0,0,2,1,2,0,0,0,0,1,0,0,0,0.133,0.133,0.133,0.267,0.127,-33.0,-0.11,
허준,93705,1970-05-29,1993,빙그레,23,SS,121,424,383,43,87,13,4,5,123,33,5,0,25,2,0,50,14,13,1,0.227,0.277,0.321,0.599,0.276,74.3,1.53,
허준,93705,1970-05-29,1994,한화,24,SS,63,222,196,16,40,5,1,0,47,13,3,3,9,3,0,23,5,13,1,0.204,0.249,0.24,0.489,0.221,32.1,-0.49,
허준,93705,1970-05-29,1995,한화,25,SS,79,192,170,18,38,8,0,1,49,15,1,2,7,2,0,17,3,12,1,0.224,0.261,0.288,0.549,0.241,49.4,-0.07,
허준,93705,1970-05-29,1996,한화,26,SS,115,313,277,29,60,12,0,1,75,24,0,5,16,3,0,30,9,16,1,0.217,0.266,0.271,0.537,0.243,47.2,-0.27,
허준,93705,1970-05-29,1997,한화,27,SS,114,291,259,24,58,6,0,1,67,14,3,5,12,1,0,32,5,18,1,0.224,0.26,0.259,0.519,0.229,35.4,-0.64,
허준,93705,1970-05-29,1998,한화,28,SS,78,51,46,3,7,1,0,0,8,4,0,1,2,0,0,4,1,3,0,0.152,0.188,0.174,0.361,0.161,-9.8,-0.41,
허준,93705,1970-05-29,1999,한화,29,SS,54,29,27,3,1,0,0,0,1,0,0,0,2,0,0,8,0,0,0,0.037,0.103,0.037,0.141,0.082,-70.2,-0.43,
허준,93705,1970-05-29,2000,한화,30,SS,130,307,277,38,64,11,0,6,93,38,1,0,17,1,1,46,10,9,3,0.231,0.275,0.336,0.611,0.267,51.9,0.08,
허준,93705,1970-05-29,2001,한화,31,SS,89,263,224,19,53,9,1,3,73,28,9,5,21,1,1,14,4,14,3,0.237,0.301,0.326,0.627,0.276,53.2,0.1,
허준,93705,1970-05-29,2002,한화,32,SS,103,227,196,14,50,5,0,2,61,11,0,4,20,1,0,32,4,8,2,0.255,0.324,0.311,0.635,0.285,70.4,0.36,
허준,93705,1970-05-29,2003,"한화,KIA",33,SS,44,101,86,6,16,1,0,0,17,8,1,0,12,1,0,11,1,1,1,0.186,0.29,0.198,0.488,0.244,34.6,-0.16,
허준,93705,1970-05-29,2003,한화,33,SS,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-132.4,-0.07,
허준,93705,1970-05-29,2003,KIA,33,SS,40,98,83,6,16,1,0,0,17,8,1,0,12,1,0,11,1,1,1,0.193,0.299,0.205,0.504,0.251,39.8,-0.09,
허준,93705,1970-05-29,2004,KIA,34,SS,11,11,10,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0.0,0.091,0.0,0.091,0.066,-83.8,-0.18,
구대성,93715,1969-08-02,2007,한화,38,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,
구대성,93715,1969-08-02,2009,한화,40,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,
지화선,93720,1970-05-10,1993,빙그레,23,,115,337,303,27,84,14,2,1,105,21,5,6,22,3,0,23,4,5,4,0.277,0.328,0.347,0.675,0.316,102.9,1.64,
지화선,93720,1970-05-10,1994,한화,24,,13,23,21,1,4,0,0,0,4,2,2,0,2,0,0,4,0,0,0,0.19,0.261,0.19,0.451,0.226,35.6,-0.02,
지화선,93720,1970-05-10,1995,"한화,태평양",25,,70,193,175,23,45,13,2,0,62,17,3,2,13,1,0,37,1,1,3,0.257,0.307,0.354,0.662,0.303,93.0,0.82,
지화선,93720,1970-05-10,1995,태평양,25,,70,193,175,23,45,13,2,0,62,17,3,2,13,1,0,37,1,1,3,0.257,0.307,0.354,0.662,0.303,93.0,0.82,
지화선,93720,1970-05-10,1995,한화,25,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,
지화선,93720,1970-05-10,1996,현대,26,,24,39,36,4,8,2,0,1,13,2,2,1,3,0,0,7,0,0,0,0.222,0.282,0.361,0.643,0.299,87.0,0.14,
지화선,93720,1970-05-10,1997,현대,27,,7,12,11,2,4,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0.364,0.417,0.364,0.78,0.37,132.4,0.11,
고기성,93726,1970-06-27,1993,빙그레,23,,77,145,131,13,28,7,0,1,38,13,3,1,7,1,0,33,3,5,1,0.214,0.257,0.29,0.547,0.252,57.1,0.02,
고기성,93726,1970-06-27,1994,한화,24,,84,156,138,14,32,4,1,0,38,11,2,0,12,1,0,29,2,5,0,0.232,0.298,0.275,0.573,0.268,64.6,0.17,
고기성,93726,1970-06-27,1995,한화,25,,50,43,34,7,7,1,1,1,13,3,1,3,8,0,0,9,0,1,0,0.206,0.357,0.382,0.74,0.337,116.8,0.21,
고기성,93726,1970-06-27,1996,한화,26,,25,26,22,2,3,0,0,1,6,1,0,0,3,1,0,6,0,0,0,0.136,0.269,0.273,0.542,0.265,63.2,0.01,
고기성,93726,1970-06-27,1997,한화,27,,8,6,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.167,0.167,0.167,0.333,0.156,-15.3,-0.05,
고기성,93726,1970-06-27,1998,한화,28,,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,-0.04,
노장진,93728,1974-08-10,2004,"삼성,롯데",30,P,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,1.0,,,,,0.01,
노장진,93728,1974-08-10,2004,삼성,30,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,
노장진,93728,1974-08-10,2004,롯데,30,P,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,1.0,,,,,0.01,
우태원,93723,1972-07-24,1993,빙그레,21,,12,5,5,3,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0.2,0.2,0.2,0.4,0.191,12.8,-0.0,
우태원,93723,1972-07-24,1994,한화,22,,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,,0.01,
원현식,93732,1970-03-15,1993,빙그레,23,C,20,26,23,4,5,2,0,1,10,1,1,0,2,1,0,4,0,0,0,0.217,0.308,0.435,0.743,0.348,126.0,0.29,
원현식,93732,1970-03-15,1994,한화,24,C,6,5,5,0,1,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0.2,0.2,0.4,0.6,0.267,63.8,0.01,
김성열,93731,1969-10-06,1993,빙그레,24,,30,44,36,5,6,0,0,0,6,1,2,1,7,1,0,10,1,0,0,0.167,0.318,0.167,0.485,0.259,61.7,0.02,
김성열,93731,1969-10-06,1994,한화,25,,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.25,0.0,0.25,0.178,2.0,-0.03,
이민호,93748,1969-09-02,1993,빙그레,24,3B,76,167,150,17,30,9,0,5,54,10,2,2,11,4,0,41,1,2,0,0.2,0.273,0.36,0.633,0.297,89.2,0.64,
이민호,93748,1969-09-02,1994,한화,25,3B,63,227,197,34,59,9,2,14,114,36,4,3,16,8,0,43,4,6,0,0.299,0.376,0.579,0.954,0.417,168.4,3.07,
이민호,93748,1969-09-02,1995,한화,26,DH,49,175,150,15,38,5,1,6,63,25,2,2,15,3,0,35,5,4,3,0.253,0.328,0.42,0.748,0.332,113.5,0.55,
이민호,93748,1969-09-02,1996,한화,27,3B,60,164,142,15,29,3,0,7,53,16,2,1,16,2,0,38,4,4,0,0.204,0.294,0.373,0.667,0.303,90.2,0.66,
이민호,93748,1969-09-02,1997,한화,28,3B,56,149,125,15,32,6,0,3,47,13,2,2,11,8,0,29,5,5,0,0.256,0.354,0.376,0.73,0.33,104.7,0.8,
이민호,93748,1969-09-02,1998,한화,29,3B,111,319,288,34,68,14,0,7,103,29,3,2,17,2,1,74,3,12,0,0.236,0.283,0.358,0.641,0.278,70.0,0.52,
이민호,93748,1969-09-02,1999,쌍방울,30,2B,96,283,251,31,59,13,3,9,105,31,2,3,26,5,0,77,7,1,0,0.235,0.319,0.418,0.738,0.325,86.8,0.98,
이민호,93748,1969-09-02,2000,SK,31,3B,44,88,66,7,15,4,0,0,19,7,2,0,18,1,0,21,1,2,1,0.227,0.395,0.288,0.683,0.33,93.1,0.42,
김정윤,93751,1974-03-18,1994,한화,20,,12,15,14,1,1,0,0,0,1,0,0,1,1,0,0,5,0,0,0,0.071,0.133,0.071,0.205,0.11,-44.7,-0.23,
김정윤,93751,1974-03-18,1995,한화,21,,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-119.2,-0.02,
김정윤,93751,1974-03-18,1996,한화,22,,8,4,4,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,0.471,208.8,0.07,
